OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,EL_DEB[123],CS_DEB[123],AMATEUR,EXPERT,AMATEUR_MAJOR,HAND
587727942953074975,31,23,8,1,0,7,0,0,0.742,0.258,0.032,0.000,0.226,0.000,0.000,0.638,0.362,0.820,0.314,U,M,0,0
587741422176370832,57,1,55,2,53,0,1,0,0.018,0.965,0.035,0.930,0.000,0.018,0.000,0.004,0.979,0.004,0.996,S,L,1,-1
587734623243927744,24,17,7,0,1,6,0,0,0.708,0.292,0.000,0.042,0.250,0.000,0.000,0.620,0.380,0.786,0.329,U,M,0,0
587732483806593141,25,3,18,1,14,3,0,4,0.120,0.720,0.040,0.560,0.120,0.000,0.160,0.047,0.784,0.057,0.943,U,L,1,-1
587741421639434413,66,0,62,61,0,1,2,2,0.000,0.939,0.924,0.000,0.015,0.030,0.030,0.000,0.939,0.000,1.000,S,L,1,1
587731886814331036,40,31,6,1,1,4,3,0,0.775,0.150,0.025,0.025,0.100,0.075,0.000,0.768,0.157,0.948,0.207,U,M,0,0
588007004701655083,64,60,4,2,1,1,0,0,0.938,0.062,0.031,0.016,0.016,0.000,0.000,0.889,0.111,1.010,-0.010,E,M,0,0
587735343721283839,64,55,5,1,1,3,4,0,0.859,0.078,0.016,0.016,0.047,0.062,0.000,0.818,0.118,0.905,0.095,U,M,0,0
588007004164587696,41,1,27,22,1,4,1,12,0.024,0.659,0.537,0.024,0.098,0.024,0.293,0.018,0.664,0.026,0.974,U,L,1,1
587725471208112379,70,0,70,68,2,0,0,0,0.000,1.000,0.971,0.029,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587741533307207691,33,1,32,0,32,0,0,0,0.030,0.970,0.000,0.970,0.000,0.000,0.000,0.029,0.971,0.029,0.971,S,L,1,-1
587732702317445418,22,19,2,0,0,2,1,0,0.864,0.091,0.000,0.000,0.091,0.045,0.000,0.779,0.172,0.890,0.110,U,M,0,0
588009368008523881,27,27,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587732702854316276,54,8,44,3,28,13,1,1,0.148,0.815,0.056,0.519,0.241,0.019,0.019,0.055,0.906,0.057,0.943,S,L,1,-1
588013383264764186,24,22,1,0,0,1,1,0,0.917,0.042,0.000,0.000,0.042,0.042,0.000,0.870,0.086,0.910,0.090,E,M,0,0
588013383264829681,14,1,13,0,8,5,0,0,0.071,0.929,0.000,0.571,0.357,0.000,0.000,0.014,0.986,0.014,0.986,S,L,1,-1
587732054317596683,24,3,21,20,0,1,0,0,0.125,0.875,0.833,0.000,0.042,0.000,0.000,0.069,0.931,0.069,0.931,S,L,1,1
587725551201157286,26,21,4,0,1,3,1,0,0.808,0.154,0.000,0.038,0.115,0.038,0.000,0.631,0.321,0.791,0.328,U,M,0,0
588007005238722746,34,0,32,0,32,0,1,1,0.000,0.941,0.000,0.941,0.000,0.029,0.029,0.000,0.941,0.000,1.000,S,L,1,-1
587734949657510125,51,47,3,0,0,3,1,0,0.922,0.059,0.000,0.000,0.059,0.020,0.000,0.843,0.135,0.933,0.067,U,M,0,0
587732772108107991,48,25,15,1,4,10,7,1,0.521,0.312,0.021,0.083,0.208,0.146,0.021,0.180,0.565,0.344,0.804,U,L,0,-1
587735348284686725,56,1,55,53,1,1,0,0,0.018,0.982,0.946,0.018,0.018,0.000,0.000,0.007,0.993,0.007,0.993,S,L,1,1
588297864715174062,32,24,7,0,1,6,1,0,0.750,0.219,0.000,0.031,0.188,0.031,0.000,0.536,0.424,0.558,0.442,U,M,0,0
588010135191093285,29,20,0,0,0,0,1,8,0.690,0.000,0.000,0.000,0.000,0.034,0.276,0.690,0.000,1.000,0.000,U,M,0,0
587739158721462480,21,0,21,0,19,2,0,0,0.000,1.000,0.000,0.905,0.095,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587735344258220338,48,17,27,15,1,11,4,0,0.354,0.562,0.312,0.021,0.229,0.083,0.000,0.071,0.816,0.080,0.920,S,L,1,1
587725979617394790,29,20,5,1,2,2,4,0,0.690,0.172,0.034,0.069,0.069,0.138,0.000,0.486,0.337,0.680,0.436,U,M,0,0
587732054317531269,35,0,35,0,35,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588007004164587711,25,13,11,3,1,7,1,0,0.520,0.440,0.120,0.040,0.280,0.040,0.000,0.371,0.585,0.459,0.541,U,M,0,0
587732153638322351,33,8,23,19,0,4,2,0,0.242,0.697,0.576,0.000,0.121,0.061,0.000,0.054,0.874,0.058,0.942,S,L,1,1
587732483269656705,27,5,20,0,1,19,2,0,0.185,0.741,0.000,0.037,0.704,0.074,0.000,0.165,0.761,0.259,0.850,S,M,1,0
587732483806658763,30,22,4,0,0,4,3,1,0.733,0.133,0.000,0.000,0.133,0.100,0.033,0.571,0.267,0.780,0.342,U,M,0,0
587734623243993337,52,41,6,0,1,5,2,3,0.788,0.115,0.000,0.019,0.096,0.038,0.058,0.740,0.162,0.971,0.205,U,M,0,0
588007004164653168,27,0,27,27,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587742061051511003,24,1,21,17,0,4,0,2,0.042,0.875,0.708,0.000,0.167,0.000,0.083,0.019,0.896,0.021,0.979,S,L,1,1
587735348016316672,30,24,3,0,1,2,3,0,0.800,0.100,0.000,0.033,0.067,0.100,0.000,0.800,0.100,0.927,0.073,U,M,0,0
588009368008523957,63,55,6,3,1,2,1,1,0.873,0.095,0.048,0.016,0.032,0.016,0.016,0.662,0.291,0.887,0.303,U,M,0,0
588010135191093464,65,0,65,63,2,0,0,0,0.000,1.000,0.969,0.031,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587738947738534140,26,1,24,20,1,3,1,0,0.038,0.923,0.769,0.038,0.115,0.038,0.000,0.010,0.950,0.010,0.990,S,L,1,1
587739407299117283,25,6,16,7,1,8,3,0,0.240,0.640,0.280,0.040,0.320,0.120,0.000,0.039,0.813,0.046,0.954,S,L,1,1
587741708865896690,26,3,23,0,13,10,0,0,0.115,0.885,0.000,0.500,0.385,0.000,0.000,0.046,0.954,0.046,0.954,S,L,1,-1
587732154175324352,48,34,14,1,0,13,0,0,0.708,0.292,0.021,0.000,0.271,0.000,0.000,0.566,0.434,0.566,0.434,U,M,0,0
587735044151574568,59,53,3,0,3,0,3,0,0.898,0.051,0.000,0.051,0.000,0.051,0.000,0.898,0.051,0.946,0.054,E,M,0,0
587731886277329090,32,31,1,1,0,0,0,0,0.969,0.031,0.031,0.000,0.000,0.000,0.000,0.931,0.069,0.931,0.069,E,M,0,0
588010135191093494,36,28,3,1,0,2,4,1,0.778,0.083,0.028,0.000,0.056,0.111,0.028,0.778,0.083,0.935,0.065,U,M,0,0
588010359066067147,52,2,48,45,0,3,2,0,0.038,0.923,0.865,0.000,0.058,0.038,0.000,0.010,0.951,0.010,0.990,S,L,1,1
587732577761493027,52,40,4,0,1,3,1,7,0.769,0.077,0.000,0.019,0.058,0.019,0.135,0.761,0.085,0.971,0.029,U,M,0,0
587734949120639380,24,2,22,22,0,0,0,0,0.083,0.917,0.917,0.000,0.000,0.000,0.000,0.048,0.952,0.048,0.952,S,L,1,1
587732154175324309,34,0,34,34,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731521205960727,60,40,19,1,0,18,1,0,0.667,0.317,0.017,0.000,0.300,0.017,0.000,0.422,0.557,0.431,0.569,U,M,0,0
587735348016316736,28,1,26,24,0,2,1,0,0.036,0.929,0.857,0.000,0.071,0.036,0.000,0.016,0.948,0.017,0.983,S,L,1,1
587732050016207048,29,18,5,1,1,3,4,2,0.621,0.172,0.034,0.034,0.103,0.138,0.069,0.470,0.289,0.701,0.410,U,M,0,0
587732482195652848,56,0,56,55,1,0,0,0,0.000,1.000,0.982,0.018,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588013382727827707,55,2,52,50,1,1,1,0,0.036,0.945,0.909,0.018,0.018,0.018,0.000,0.009,0.972,0.009,0.991,S,L,1,1
587732048942203049,31,19,11,0,2,9,1,0,0.613,0.355,0.000,0.065,0.290,0.032,0.000,0.208,0.737,0.355,0.765,U,L,0,-1
587734690886320462,26,4,22,15,1,6,0,0,0.154,0.846,0.577,0.038,0.231,0.000,0.000,0.047,0.953,0.047,0.953,S,L,1,1
588010136802295990,33,29,2,2,0,0,2,0,0.879,0.061,0.061,0.000,0.000,0.061,0.000,0.879,0.061,0.935,0.065,E,M,0,0
587741708865896587,51,1,49,47,1,1,1,0,0.020,0.961,0.922,0.020,0.020,0.020,0.000,0.017,0.963,0.017,0.983,S,L,1,1
588023047475888291,63,10,48,1,0,47,4,1,0.159,0.762,0.016,0.000,0.746,0.063,0.016,0.034,0.878,0.037,0.963,S,L,1,-1
587738947201597584,51,1,49,0,49,0,0,1,0.020,0.961,0.000,0.961,0.000,0.000,0.020,0.008,0.973,0.008,0.992,S,L,1,-1
588017978337067139,53,12,35,0,22,13,6,0,0.226,0.660,0.000,0.415,0.245,0.113,0.000,0.134,0.747,0.223,0.933,S,L,1,-1
587732053243592897,68,0,66,1,65,0,0,2,0.000,0.971,0.015,0.956,0.000,0.000,0.029,0.000,0.971,0.000,1.000,S,L,1,-1
588297864178303097,36,28,8,0,6,2,0,0,0.778,0.222,0.000,0.167,0.056,0.000,0.000,0.436,0.564,0.436,0.564,U,L,0,-1
587732577761493344,59,50,8,3,1,4,1,0,0.847,0.136,0.051,0.017,0.068,0.017,0.000,0.750,0.232,0.950,0.243,U,M,0,0
587741490357666046,56,0,56,0,55,1,0,0,0.000,1.000,0.000,0.982,0.018,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587725469059973256,23,17,4,0,1,3,1,1,0.739,0.174,0.000,0.043,0.130,0.043,0.043,0.638,0.269,0.818,0.290,U,M,0,0
587734691423256845,31,7,24,2,13,9,0,0,0.226,0.774,0.065,0.419,0.290,0.000,0.000,0.059,0.941,0.059,0.941,S,L,1,-1
587725981765599336,52,4,44,40,0,4,2,2,0.077,0.846,0.769,0.000,0.077,0.038,0.038,0.028,0.892,0.030,0.970,S,L,1,1
587741422176436310,29,2,26,19,1,6,0,1,0.069,0.897,0.655,0.034,0.207,0.000,0.034,0.069,0.897,0.071,0.929,S,L,1,1
587735044151574769,55,5,48,0,35,13,2,0,0.091,0.873,0.000,0.636,0.236,0.036,0.000,0.020,0.942,0.021,0.979,S,L,1,-1
588013384338899050,36,29,0,0,0,0,1,6,0.806,0.000,0.000,0.000,0.000,0.028,0.167,0.806,0.000,1.000,0.000,E,M,0,0
588013384338899051,25,25,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587735343721414811,52,0,50,50,0,0,0,2,0.000,0.962,0.962,0.000,0.000,0.000,0.038,0.000,0.962,0.000,1.000,S,L,1,1
587729387139236002,24,23,0,0,0,0,1,0,0.958,0.000,0.000,0.000,0.000,0.042,0.000,0.958,0.000,1.000,0.000,E,M,0,0
588297863641301096,58,39,17,6,4,7,1,1,0.672,0.293,0.103,0.069,0.121,0.017,0.017,0.450,0.508,0.470,0.530,U,L,0,1
588013384338899079,33,32,0,0,0,0,1,0,0.970,0.000,0.000,0.000,0.000,0.030,0.000,0.970,0.000,1.000,0.000,E,M,0,0
587734622170054808,69,63,3,1,1,1,3,0,0.913,0.043,0.014,0.014,0.014,0.043,0.000,0.851,0.102,0.931,0.069,U,M,0,0
587728930805514513,23,21,1,0,0,1,0,1,0.913,0.043,0.000,0.000,0.043,0.000,0.043,0.889,0.067,0.930,0.070,U,M,0,0
587729386602168352,27,0,26,0,26,0,0,1,0.000,0.963,0.000,0.963,0.000,0.000,0.037,0.000,0.963,0.000,1.000,S,L,1,-1
587732053780594890,53,36,13,0,10,3,4,0,0.679,0.245,0.000,0.189,0.057,0.075,0.000,0.586,0.335,0.764,0.415,U,L,0,-1
587732483269722131,25,21,3,0,2,1,1,0,0.840,0.120,0.000,0.080,0.040,0.040,0.000,0.840,0.120,0.946,0.054,E,M,0,0
587735044151574803,33,25,4,0,0,4,4,0,0.758,0.121,0.000,0.000,0.121,0.121,0.000,0.724,0.153,0.921,0.212,U,M,0,0
587732577761558692,53,21,26,0,6,20,4,2,0.396,0.491,0.000,0.113,0.377,0.075,0.038,0.107,0.738,0.232,0.931,U,L,1,-1
587732702317510951,22,12,9,1,1,7,1,0,0.545,0.409,0.045,0.045,0.318,0.045,0.000,0.190,0.740,0.320,0.774,U,L,0,-1
587732482732720277,23,4,19,1,13,5,0,0,0.174,0.826,0.043,0.565,0.217,0.000,0.000,0.148,0.852,0.297,0.808,S,L,1,-1
587726031691514192,30,0,30,1,29,0,0,0,0.000,1.000,0.033,0.967,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588013382727827703,31,0,31,29,1,1,0,0,0.000,1.000,0.935,0.032,0.032,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587732052706590996,34,32,0,0,0,0,2,0,0.941,0.000,0.000,0.000,0.000,0.059,0.000,0.941,0.000,1.000,0.000,E,M,0,0
587732771034431758,67,6,61,1,43,17,0,0,0.090,0.910,0.015,0.642,0.254,0.000,0.000,0.024,0.976,0.024,0.976,S,L,1,-1
587725470671175915,41,36,4,1,0,3,1,0,0.878,0.098,0.024,0.000,0.073,0.024,0.000,0.682,0.284,0.871,0.287,U,M,0,0
587732470926672125,30,16,13,7,2,4,1,0,0.533,0.433,0.233,0.067,0.133,0.033,0.000,0.174,0.775,0.311,0.805,U,L,0,1
588016879367684350,56,4,52,49,1,2,0,0,0.071,0.929,0.875,0.018,0.036,0.000,0.000,0.014,0.986,0.014,0.986,S,L,1,1
587735343184478443,54,1,53,1,52,0,0,0,0.019,0.981,0.019,0.963,0.000,0.000,0.000,0.005,0.995,0.005,0.995,S,L,1,-1
588010358529261614,32,0,31,29,0,2,1,0,0.000,0.969,0.906,0.000,0.062,0.031,0.000,0.000,0.969,0.000,1.000,S,L,1,1
587731522817032328,33,12,21,3,2,16,0,0,0.364,0.636,0.091,0.061,0.485,0.000,0.000,0.259,0.741,0.380,0.620,S,M,1,0
587725551201288411,35,33,2,0,0,2,0,0,0.943,0.057,0.000,0.000,0.057,0.000,0.000,0.891,0.109,1.012,-0.012,U,M,0,0
588016841249652981,30,5,23,22,0,1,2,0,0.167,0.767,0.733,0.000,0.033,0.067,0.000,0.029,0.895,0.031,0.969,S,L,1,1
587731521742962938,57,46,5,0,1,4,4,2,0.807,0.088,0.000,0.018,0.070,0.070,0.035,0.769,0.123,0.893,0.107,U,M,0,0
587732054317727963,68,40,6,0,5,1,22,0,0.588,0.088,0.000,0.074,0.015,0.324,0.000,0.585,0.091,0.971,0.203,U,L,0,-1
587731681192837324,33,13,20,17,0,3,0,0,0.394,0.606,0.515,0.000,0.091,0.000,0.000,0.280,0.720,0.401,0.599,U,L,1,1
587725551201288210,29,28,1,0,0,1,0,0,0.966,0.034,0.000,0.000,0.034,0.000,0.000,0.936,0.064,0.936,0.064,U,M,0,0
587732577761558777,51,6,45,31,1,13,0,0,0.118,0.882,0.608,0.020,0.255,0.000,0.000,0.034,0.966,0.034,0.966,S,L,1,1
587735240639053968,32,6,26,19,0,7,0,0,0.188,0.812,0.594,0.000,0.219,0.000,0.000,0.043,0.957,0.043,0.957,S,L,1,1
587735240102117515,33,1,32,0,32,0,0,0,0.030,0.970,0.000,0.970,0.000,0.000,0.000,0.028,0.972,0.028,0.972,S,L,1,-1
587735348553318666,60,52,4,0,1,3,1,3,0.867,0.067,0.000,0.017,0.050,0.017,0.050,0.828,0.103,0.960,0.040,E,M,0,0
587741709402898727,29,9,19,0,18,1,1,0,0.310,0.655,0.000,0.621,0.034,0.034,0.000,0.143,0.817,0.260,0.855,S,L,1,-1
587734949657641206,59,0,59,59,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587732702854447354,31,0,30,29,1,0,1,0,0.000,0.968,0.935,0.032,0.000,0.032,0.000,0.000,0.968,0.000,1.000,S,L,1,1
588016879904686331,31,22,7,1,0,6,1,1,0.710,0.226,0.032,0.000,0.194,0.032,0.032,0.531,0.392,0.575,0.425,U,M,0,0
587734948046897458,31,3,19,5,5,9,1,8,0.097,0.613,0.161,0.161,0.290,0.032,0.258,0.058,0.646,0.082,0.918,U,M,1,0
587732772108239095,70,48,11,0,4,7,11,0,0.686,0.157,0.000,0.057,0.100,0.157,0.000,0.377,0.370,0.505,0.495,U,L,0,-1
587732153369821366,33,30,1,0,0,1,2,0,0.909,0.030,0.000,0.000,0.030,0.061,0.000,0.890,0.048,0.949,0.051,E,M,0,0
587732484343791657,21,2,19,4,7,8,0,0,0.095,0.905,0.190,0.333,0.381,0.000,0.000,0.055,0.945,0.055,0.945,S,L,1,1
587732053780660499,46,37,2,1,0,1,1,6,0.804,0.043,0.022,0.000,0.022,0.022,0.130,0.734,0.097,0.954,0.046,U,M,0,0
587731887888531701,34,19,12,1,6,5,2,1,0.559,0.353,0.029,0.176,0.147,0.059,0.029,0.316,0.572,0.406,0.594,U,M,0,0
587732702854447385,65,5,59,57,1,1,0,1,0.077,0.908,0.877,0.015,0.015,0.000,0.015,0.029,0.955,0.029,0.971,S,L,1,1
587734622707122430,59,58,1,0,1,0,0,0,0.983,0.017,0.000,0.017,0.000,0.000,0.000,0.969,0.031,0.969,0.031,E,M,0,0
587732053243658483,28,3,25,0,22,3,0,0,0.107,0.893,0.000,0.786,0.107,0.000,0.000,0.032,0.968,0.032,0.968,S,L,1,-1
587735241176056021,22,16,2,0,0,2,3,1,0.727,0.091,0.000,0.000,0.091,0.136,0.045,0.650,0.154,0.885,0.217,U,M,0,0
587729387139236132,47,4,42,1,36,5,1,0,0.085,0.894,0.021,0.766,0.106,0.021,0.000,0.019,0.958,0.019,0.981,S,L,1,-1
587735239565115542,29,0,29,29,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587728931879715066,48,44,4,0,0,4,0,0,0.917,0.083,0.000,0.000,0.083,0.000,0.000,0.776,0.224,0.897,0.103,U,M,0,0
588007004701786271,27,25,2,0,0,2,0,0,0.926,0.074,0.000,0.000,0.074,0.000,0.000,0.816,0.184,0.937,0.063,U,M,0,0
588007005238853692,28,26,0,0,0,0,1,1,0.929,0.000,0.000,0.000,0.000,0.036,0.036,0.929,0.000,1.000,0.000,E,M,0,0
587732484343791728,38,4,31,0,27,4,0,3,0.105,0.816,0.000,0.711,0.105,0.000,0.079,0.054,0.864,0.059,0.941,S,L,1,-1
588297864715370699,55,51,0,0,0,0,4,0,0.927,0.000,0.000,0.000,0.000,0.073,0.000,0.927,0.000,1.000,0.000,E,M,0,0
587725550127218774,33,18,6,1,0,5,9,0,0.545,0.182,0.030,0.000,0.152,0.273,0.000,0.494,0.227,0.750,0.364,U,M,0,0
587732482732785822,41,37,1,0,0,1,2,1,0.902,0.024,0.000,0.000,0.024,0.049,0.024,0.853,0.067,0.927,0.073,U,M,0,0
588013383801962686,32,1,31,0,29,2,0,0,0.031,0.969,0.000,0.906,0.062,0.000,0.000,0.016,0.984,0.016,0.984,S,L,1,-1
587739377235001476,52,3,48,45,0,3,0,1,0.058,0.923,0.865,0.000,0.058,0.000,0.019,0.035,0.945,0.036,0.964,S,L,1,1
587734622707122447,34,9,21,0,5,16,2,2,0.265,0.618,0.000,0.147,0.471,0.059,0.059,0.259,0.623,0.381,0.743,U,M,1,0
587735241176121535,29,29,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
588007004701851873,56,47,3,0,0,3,3,3,0.839,0.054,0.000,0.000,0.054,0.054,0.054,0.763,0.118,0.904,0.096,U,M,0,0
588013382727893140,47,9,35,0,29,6,1,2,0.191,0.745,0.000,0.617,0.128,0.021,0.043,0.028,0.897,0.030,0.970,S,L,1,-1
587734621633118382,56,1,54,52,1,1,0,1,0.018,0.964,0.929,0.018,0.018,0.000,0.018,0.013,0.969,0.013,0.987,S,L,1,1
587731681192902824,50,24,26,0,2,24,0,0,0.480,0.520,0.000,0.040,0.480,0.000,0.000,0.326,0.674,0.447,0.553,S,M,1,0
587735343721480527,29,7,20,11,1,8,2,0,0.241,0.690,0.379,0.034,0.276,0.069,0.000,0.073,0.847,0.079,0.921,U,L,1,-1
588007004164718804,32,24,5,1,1,3,2,1,0.750,0.156,0.031,0.031,0.094,0.062,0.031,0.623,0.271,0.812,0.318,U,M,0,0
587732050016338085,28,23,1,1,0,0,3,1,0.821,0.036,0.036,0.000,0.000,0.107,0.036,0.810,0.047,0.945,0.055,U,M,0,0
588007004701851911,61,59,2,0,0,2,0,0,0.967,0.033,0.000,0.000,0.033,0.000,0.000,0.867,0.133,0.988,0.012,U,M,0,0
587742062125515061,29,15,10,4,2,4,4,0,0.517,0.345,0.138,0.069,0.138,0.138,0.000,0.228,0.581,0.366,0.741,U,L,0,1
587735043077701693,34,2,30,0,30,0,1,1,0.059,0.882,0.000,0.882,0.000,0.029,0.029,0.055,0.886,0.058,0.942,S,L,1,-1
587732054854795472,27,22,5,1,2,2,0,0,0.815,0.185,0.037,0.074,0.074,0.000,0.000,0.606,0.394,0.787,0.337,U,M,0,0
588016877756874920,33,12,20,15,1,4,1,0,0.364,0.606,0.455,0.030,0.121,0.030,0.000,0.196,0.770,0.319,0.806,U,L,1,1
588013382727893216,38,0,38,37,0,1,0,0,0.000,1.000,0.974,0.000,0.026,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587741391568240914,26,1,25,1,24,0,0,0,0.038,0.962,0.038,0.923,0.000,0.000,0.000,0.010,0.990,0.010,0.990,S,L,1,-1
587741421639631022,31,1,29,27,1,1,0,1,0.032,0.935,0.871,0.032,0.032,0.000,0.032,0.008,0.959,0.008,0.992,S,L,1,1
587732482732785861,54,33,19,0,9,10,1,1,0.611,0.352,0.000,0.167,0.185,0.019,0.019,0.335,0.615,0.424,0.576,S,M,0,0
587742060783141147,30,0,23,0,23,0,0,7,0.000,0.767,0.000,0.767,0.000,0.000,0.233,0.000,0.767,0.000,1.000,U,L,1,-1
587735241176121568,31,31,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587734623244124403,26,18,6,1,0,5,2,0,0.692,0.231,0.038,0.000,0.192,0.077,0.000,0.692,0.231,0.847,0.271,U,M,0,0
588013382727958743,29,0,29,0,29,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587732483806789841,30,22,8,3,0,5,0,0,0.733,0.267,0.100,0.000,0.167,0.000,0.000,0.516,0.484,0.516,0.484,U,M,0,0
587735349090255109,25,15,5,0,1,4,5,0,0.600,0.200,0.000,0.040,0.160,0.200,0.000,0.541,0.254,0.749,0.356,U,M,0,0
587735241176121500,41,40,1,1,0,0,0,0,0.976,0.024,0.024,0.000,0.000,0.000,0.000,0.961,0.039,0.961,0.039,E,M,0,0
588017978874134692,25,11,13,8,0,5,1,0,0.440,0.520,0.320,0.000,0.200,0.040,0.000,0.120,0.823,0.244,0.858,S,L,1,1
587734949657706714,24,1,23,0,22,1,0,0,0.042,0.958,0.000,0.917,0.042,0.000,0.000,0.009,0.991,0.009,0.991,S,L,1,-1
587734622707187729,23,1,19,0,19,0,0,3,0.043,0.826,0.000,0.826,0.000,0.000,0.130,0.018,0.849,0.021,0.979,S,L,1,-1
587734622707187844,31,13,17,0,8,9,1,0,0.419,0.548,0.000,0.258,0.290,0.032,0.000,0.131,0.825,0.258,0.860,U,L,1,-1
587734690349580393,29,28,1,0,0,1,0,0,0.966,0.034,0.000,0.000,0.034,0.000,0.000,0.966,0.034,0.966,0.034,E,M,0,0
587732153638453324,60,43,5,1,0,4,5,7,0.717,0.083,0.017,0.000,0.067,0.083,0.117,0.653,0.136,0.958,0.217,U,M,0,0
588016841249783966,29,25,2,0,1,1,2,0,0.862,0.069,0.000,0.034,0.034,0.069,0.000,0.829,0.101,0.941,0.059,U,M,0,0
587735241176121577,50,7,43,1,14,28,0,0,0.140,0.860,0.020,0.280,0.560,0.000,0.000,0.040,0.960,0.040,0.960,S,L,1,-1
587727942953271589,69,47,15,2,1,12,7,0,0.681,0.217,0.029,0.014,0.174,0.101,0.000,0.606,0.289,0.812,0.393,U,M,0,0
587735042540765309,32,9,22,0,2,20,1,0,0.281,0.688,0.000,0.062,0.625,0.031,0.000,0.202,0.766,0.318,0.806,S,M,1,0
588007005238919352,16,12,2,0,2,0,2,0,0.750,0.125,0.000,0.125,0.000,0.125,0.000,0.693,0.178,0.875,0.217,U,M,0,0
587731886814527651,25,0,25,24,1,0,0,0,0.000,1.000,0.960,0.040,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587725470671241231,30,0,29,0,29,0,1,0,0.000,0.967,0.000,0.967,0.000,0.033,0.000,0.000,0.967,0.000,1.000,S,L,1,-1
587728880868458745,23,12,5,2,0,3,6,0,0.522,0.217,0.087,0.000,0.130,0.261,0.000,0.418,0.301,0.581,0.419,U,M,0,0
587734621633183928,19,4,15,13,1,1,0,0,0.211,0.789,0.684,0.053,0.053,0.000,0.000,0.072,0.928,0.072,0.928,U,L,1,1
587732483269853442,61,0,61,60,0,1,0,0,0.000,1.000,0.984,0.000,0.016,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731522817163388,34,28,5,0,4,1,1,0,0.824,0.147,0.000,0.118,0.029,0.029,0.000,0.574,0.382,0.749,0.390,U,M,0,0
587732053780725885,36,0,36,35,0,1,0,0,0.000,1.000,0.972,0.000,0.028,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587741421102694637,28,17,8,1,0,7,3,0,0.607,0.286,0.036,0.000,0.250,0.107,0.000,0.377,0.487,0.436,0.564,U,L,0,1
588023239132315848,29,6,23,0,20,3,0,0,0.207,0.793,0.000,0.690,0.103,0.000,0.000,0.110,0.890,0.264,0.855,S,L,1,-1
587732482195849270,31,0,31,1,27,3,0,0,0.000,1.000,0.032,0.871,0.097,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587732770497626378,35,22,6,1,2,3,7,0,0.629,0.171,0.029,0.057,0.086,0.200,0.000,0.367,0.347,0.514,0.486,U,L,0,-1
587741390494367935,28,11,15,0,12,3,2,0,0.393,0.536,0.000,0.429,0.107,0.071,0.000,0.178,0.736,0.289,0.820,S,L,1,-1
587732771034562627,31,1,29,2,25,2,1,0,0.032,0.935,0.065,0.806,0.065,0.032,0.000,0.019,0.949,0.020,0.980,S,L,1,-1
587735343184609539,66,57,8,2,1,5,1,0,0.864,0.121,0.030,0.015,0.076,0.015,0.000,0.861,0.124,0.945,0.055,U,M,0,0
588007005238984724,55,41,11,2,2,7,2,1,0.745,0.200,0.036,0.036,0.127,0.036,0.018,0.585,0.352,0.781,0.403,U,M,0,0
588023046402146559,48,20,21,7,1,13,7,0,0.417,0.438,0.146,0.021,0.271,0.146,0.000,0.131,0.670,0.254,0.894,U,L,1,-1
588016879904817273,29,23,4,1,1,2,2,0,0.793,0.138,0.034,0.034,0.069,0.069,0.000,0.667,0.255,0.834,0.291,U,M,0,0
588007004164849883,62,37,22,0,7,15,1,2,0.597,0.355,0.000,0.113,0.242,0.016,0.032,0.210,0.710,0.409,0.788,U,L,0,-1
