OBJID,EL_RAW,CS_RAW,DEB_AMATEUR,EXPERT
587732470918611252,0,1,S,L
587732156314354157,0,1,S,L
587739115233673821,1,0,S,L
587731872847626627,1,0,E,M
588016840704786977,1,0,U,M
587728931871719803,0,1,S,L
587734623236129169,1,0,U,L
587731680647774309,1,0,E,M
588007005231186265,1,0,U,L
587738066729500977,0,1,S,L
587725773457260674,0,1,S,L
587732470918611140,0,1,S,L
587728905025683779,1,0,U,M
587725552268018030,1,0,E,M
587731887343468920,0,1,S,L
587728905025683873,1,0,U,M
587738197188477119,0,1,S,L
587738371668247341,0,1,S,L
588016841241789076,1,0,U,M
587728906099949620,0,1,S,L
587738066192499023,1,0,U,L
587728931871785021,1,0,E,M
587738067266896178,0,1,S,L
588016878822883713,0,1,S,L
587737825673740542,1,0,E,M
587728670414012866,1,0,U,M
587728931871784999,0,0,U,M
587728930797519116,1,0,U,M
587738196114145498,0,1,S,L
587734622162059713,1,0,E,M
587738947730866675,0,1,S,L
587725774531592547,0,1,S,L
587737825673806115,1,0,U,M
587739115233804749,0,1,S,L
588007005768384779,0,1,S,L
587731680647774555,1,0,U,M
587739153889165861,0,1,S,L
587737827285270679,0,1,S,L
587731886269399352,1,0,U,M
587727866180862198,0,1,S,L
587725470126506294,0,1,S,L
587725774531657955,0,1,S,L
587737810642469056,0,1,S,L
587738195576946895,0,1,S,L
587731522272166203,0,1,S,M
587725775068921929,1,0,U,L
587732156314484989,1,0,U,M
587732156314484990,1,0,U,M
587725773994524861,0,1,S,L
588013383793967392,0,1,S,L
587738066192564545,0,1,S,L
587737809030873335,1,0,U,M
587739115770806871,0,1,S,L
587731680647840034,1,0,E,M
587728931334717789,0,1,S,L
587731522272100681,1,0,U,M
588013382182830524,1,0,U,M
588016878822949190,0,1,U,L
587732470381740339,1,0,U,M
587741421632094610,1,0,U,L
587737825673740640,1,0,U,M
588013383793967535,0,1,S,L
587725775068922098,1,0,E,M
587731522272100408,1,0,E,M
587728931334783283,0,1,S,L
587739115233869916,0,1,S,L
588013383794032948,1,0,U,M
587735043069772295,1,0,U,M
587734623236260250,1,0,S,L
587725470663770200,1,0,U,M
587739153352229384,0,1,S,L
587735043606839852,0,1,S,L
587731873384956119,0,1,S,L
587725551731015979,0,1,S,L
587725551193948228,1,0,U,M
587739406754709939,0,1,S,L
587738195576946930,0,1,S,L
587728931334717694,0,1,S,L
587731886269464667,1,0,U,M
588007005231317210,1,0,U,M
588013383256965399,0,1,S,L
587731521198031061,0,1,S,L
587725552268214527,0,1,S,M
587731521735098459,1,0,U,M
587738372205379693,0,1,S,L
588007004157116647,0,1,U,L
587727867255259585,0,1,S,L
587725551193948415,1,0,U,L
587731680110903399,1,0,U,M
587731680647905593,1,0,U,M
587731521735163924,1,0,U,M
587734622699323425,1,0,U,M
587731521735164191,1,0,U,M
588013383794098660,0,1,S,L
587731521198031302,1,0,E,M
587734622162256194,1,0,U,M
587734622162256317,1,0,E,M
587735043606905088,1,0,U,L
587728930797781264,0,1,S,L
587731873922089326,1,0,U,M
587732470918873380,0,1,U,L
587731886806597830,1,0,U,M
587731521735163978,1,0,U,M
588016841242051144,0,1,U,L
587731679573836153,0,1,S,L
587731521735164306,1,0,E,M
588013383794164068,1,0,E,M
588016840704983612,0,1,S,L
587727866718126287,0,1,S,L
587731522272231679,0,1,U,L
587725552805478633,1,0,U,L
587739153352294924,0,1,S,L
587739376153592168,0,1,U,L
587732470381871437,0,1,S,L
587732471455940819,0,1,S,L
587732156851749300,0,1,S,M
587731521735229817,1,0,U,M
587725775069053191,1,0,E,M
587732053235728820,1,0,U,M
587732157388816573,0,1,S,L
587732053772796395,1,0,U,M
587737808493936893,1,0,E,M
587728930797715816,1,0,U,M
587739153352360412,1,0,S,L
587725469052436738,0,1,S,L
587731873922154803,0,1,S,L
587731680110968954,1,0,U,M
587731521735164281,1,0,U,M
587725552805544240,0,1,U,L
587732157388817082,0,1,S,L
587732053772796421,0,1,S,L
587728669340139888,1,0,U,L
587739114697064921,0,1,S,L
587731521198162176,0,0,S,L
587728668803072380,0,1,S,L
587725469052502129,0,1,S,L
587732471456006557,0,1,S,L
587731680111034456,1,0,E,M
587732471456006381,1,0,U,M
587725552268476555,0,1,S,L
587731520661094663,0,1,S,L
587732156314812778,0,1,S,L
587737809031135560,0,1,S,L
587725552805544305,0,1,S,L
587728906637279501,0,1,S,L
587728668803006540,0,1,S,L
587732156314747279,1,0,U,M
587732156314747278,1,0,U,M
587732053235794458,1,0,U,M
587741532763128193,0,1,S,L
587739114697065004,0,1,S,L
587732054846996599,1,0,E,M
587741387271766099,0,1,S,L
587741421632291234,0,1,S,L
587739115771068887,0,1,S,L
587735235806233014,1,0,U,M
587731680111034630,1,0,E,M
587737827285532934,0,1,S,L
587731680111034681,1,0,U,M
587728932409245791,1,0,E,M
587731887343927520,0,1,S,M
587728669877338430,1,0,E,M
587732053235794508,1,0,U,M
587728669340205153,0,1,S,M
587732053772927477,0,1,U,L
587735043070034397,0,1,S,L
587738067804356866,0,1,S,L
587738196651737130,0,1,S,L
587731521198227680,0,1,S,L
587732053235794483,0,1,S,L
587739152815423712,0,1,S,L
587741532763128335,0,1,S,L
587731873385152874,0,1,S,L
587734622162387334,1,0,E,M
587725552268411191,1,0,E,M
587732470919069928,0,1,S,L
587737825136935190,1,0,U,M
587738066730025269,1,0,U,L
587741489813586657,0,1,S,L
587731521198293287,1,0,U,M
587738196114538690,0,1,S,L
587734841205653967,1,0,U,L
587732156851945790,1,0,U,M
588016879360278560,0,1,U,L
587731680111034704,1,0,U,M
587737825137000794,0,1,S,L
587731521198227780,0,1,S,L
588016878823211423,0,1,S,L
588013383794294934,1,0,E,M
587731521198293375,1,0,E,M
588016841242182164,1,0,E,M
587725551194275925,1,0,U,M
587732470382068076,1,0,U,M
588013383257293123,1,0,U,M
587731521198293360,1,0,U,M
587731520661225592,0,1,S,L
587728670414602532,0,1,U,L
587739114697195556,0,1,U,L
587732157926015386,1,0,U,M
587737810642796577,1,0,E,M
587739153889493768,0,1,S,L
587738067267289243,0,1,S,L
588016878823276675,1,0,U,M
587732471456202905,1,0,U,M
588016878823276755,0,1,S,L
587725469589831827,1,0,U,M
587731521735360844,1,0,E,M
587732471456137600,1,0,E,M
587732157389013068,1,0,U,M
587728906637476090,1,0,E,M
587728905026142556,1,0,U,M
587731872848216482,1,0,U,M
587731886269858061,1,0,U,M
587725551194210557,0,1,S,L
588013382720160117,0,1,S,L
587731886269858105,1,0,U,M
587725774532051357,0,0,U,L
587739407291908641,0,1,S,L
587728669877535004,0,1,S,L
587731521735426291,0,1,S,L
587739115771199934,0,1,S,L
587725552805740825,1,0,U,M
587741387808834066,0,1,S,L
587732470919135682,0,1,S,L
587731886269857947,0,1,U,L
587731679574098104,1,0,U,M
587731679574163697,0,1,S,L
587738195040076043,0,1,S,L
587732470382133677,1,0,U,M
587738195577340116,0,1,U,L
587741387271897654,1,0,U,L
587727866181386568,1,0,E,M
587739376690791168,0,1,S,L
587737808494133327,0,1,S,L
587738195577340056,0,1,U,L
587725775606579235,1,0,E,M
587732053773058465,0,1,S,M
587725775606579237,1,0,E,M
587725552805740776,0,1,S,L
587727866181386495,1,0,U,M
587738197189001410,0,1,S,L
587732156315009408,1,0,U,M
587739376690856327,0,1,S,L
587728930798043436,0,1,S,L
588007004694642941,1,0,U,M
587728670414668036,1,0,U,M
587727867255718145,0,1,S,L
587737810642927914,0,1,S,L
587737808494199055,1,0,U,M
587725774532247839,0,1,S,L
587725470127096088,0,1,U,L
587741421095485743,0,1,S,L
587731520661356694,0,1,S,L
587725551731540222,0,1,S,L
587725550657274091,0,1,S,L
587727865644319076,1,0,U,M
587725775606513977,0,1,U,L
587731874459549750,1,0,U,M
587728670414602654,0,1,U,L
588013383794491819,1,0,E,M
587725552268738844,0,1,U,M
587725469052764427,0,1,U,M
587728930798108963,1,0,U,M
587741386734960824,0,1,U,L
588016840168374645,1,0,E,M
587738067804553273,0,1,S,L
587731679574229263,0,1,U,M
587741387808964677,0,1,U,L
587741387271962718,0,1,S,L
587739406755103237,0,1,S,L
587731873922548072,0,1,S,L
588007005231841516,1,0,U,M
587731521198424424,1,0,U,M
587725552805871773,1,0,E,M
587732053773189439,1,0,U,L
588016841242444214,1,0,E,M
588016879360475282,1,0,U,M
587725775606644913,0,1,S,L
587728905026339175,0,1,S,L
587728930798239789,1,0,U,M
587725470127161548,1,0,E,M
588013382720422237,1,0,E,M
587737825674330363,0,1,S,L
587741490887721540,0,1,S,L
587728930798174560,0,1,S,M
587738066730287433,0,1,S,L
587727867255783782,1,0,U,M
587738066193154449,0,1,S,L
587741709396017910,0,1,S,L
587728906637738191,0,1,S,L
587728931335373158,0,1,S,M
588007004694774127,1,0,E,M
587731874459681260,0,1,S,L
587728669877600534,1,0,U,M
587725469590028611,0,1,S,L
587728930798174590,1,0,U,M
587734622162714714,1,0,U,M
587725775606710553,0,1,U,L
587727866181517560,1,0,U,M
587725552268804388,1,0,U,M
587731887344255058,1,0,U,M
587731520661553454,0,1,S,L
588016879360475551,0,1,S,L
587732157926277648,0,1,S,L
587741386735092358,0,1,S,L
587728906637803813,1,0,U,M
587725470127161584,1,0,U,M
587731874459681205,1,0,E,M
587725469052960837,1,0,U,M
587727867255849315,1,0,E,M
587737810643124449,0,1,S,L
587728668803399981,1,0,U,M
587725470127161703,0,1,S,L
588023046395199596,0,1,S,L
587741387272028869,0,1,S,L
587731874459746712,1,0,U,M
587738372205903958,0,1,U,L
587728668803465486,1,0,U,M
587739152815751760,0,1,S,L
588013383257620559,0,1,S,L
587725775069577520,1,0,U,M
587732156852208093,0,1,S,L
587728668803465498,0,1,S,L
587731680648560785,1,0,U,M
587731873922613610,0,1,S,L
587732054847455287,1,0,U,M
588013382183485487,0,1,S,L
587738946657518031,0,1,S,L
587738947731521935,0,1,U,L
588013383257620863,0,1,S,L
587731886807253097,1,0,U,L
587734841206047102,0,1,S,L
588007004694839559,1,0,E,M
587728670414864537,0,0,S,L
587731886807253274,0,1,S,L
587738066193154355,0,1,S,L
587728906637869448,1,0,U,M
587731680111493198,1,0,E,M
587728668803465549,1,0,E,M
587725552268869929,0,1,S,L
587728905563603214,1,0,U,M
587741386735092423,0,1,U,L
587728670414864573,1,0,U,M
587739152815816962,0,1,S,L
587739115771461676,0,1,S,L
587725775606710431,1,0,U,M
587725551731736880,0,1,S,L
587725775606710328,1,0,E,M
587731872848544152,0,1,U,M
587739153352818858,0,1,U,L
587737808494526742,0,1,U,L
587732471456530865,1,0,E,M
587728906100736301,1,0,U,M
588013383257686058,0,1,S,L
588013383257621120,0,1,S,L
587728906637869214,0,1,S,L
587732471456530819,0,1,S,L
587727867255980320,1,0,U,M
587732157389341167,1,0,U,M
587725552268935437,1,0,U,M
587728670414930149,0,1,S,L
587728670414930272,1,0,U,L
587735237417763132,0,1,S,L
587737810106056855,0,1,S,L
587737825137459370,1,0,U,M
587732053236383817,0,1,U,L
587725775606775987,0,1,S,L
587737810643190057,0,1,S,L
587741816231887123,0,1,S,L
587728669877797219,1,0,U,M
587732470382461172,0,1,S,L
588013383257621011,1,0,E,M
587731521735819575,0,1,S,L
588013383257751865,1,0,U,M
587728669877797225,1,0,U,M
587732157926408452,1,0,U,M
587732054310519179,1,0,U,M
587737808494592159,1,0,U,M
587737827286122796,1,0,E,M
587731521735819503,1,0,U,M
587744638561484901,0,1,S,L
587731886807318730,1,0,U,L
587725773995376916,1,0,U,M
587725773995376917,1,0,U,M
587738196114866373,1,0,U,L
587738195040534659,0,1,S,L
587739407292301829,1,0,U,L
587728931872702854,1,0,U,M
587731886807384392,1,0,U,M
587731887344386338,0,1,S,L
587732470919594311,0,1,S,L
587725469590356265,0,1,S,L
587727867255980315,0,1,S,L
587734623237046601,1,0,S,M
587725469590290673,1,0,U,M
588297865245229220,1,0,U,M
587725552269066348,1,0,U,M
587727866181845289,1,0,U,M
587727867256045667,1,0,U,M
587725470664556800,0,1,U,L
587731886270316660,0,1,S,L
587734622162977165,1,0,S,M
587725469590225293,0,1,S,L
587744638561485497,0,1,S,L
587732054310584819,0,1,S,L
588013382720749656,0,1,S,L
587739152815948235,0,1,S,L
587734623237111914,0,1,S,L
588016840705704048,0,1,S,L
587727867256045921,1,0,U,M
587731874459943366,0,1,S,L
587725552269066552,0,1,S,L
587727867793178858,1,0,U,M
587731521735950590,0,1,S,L
587732471456727424,0,1,S,L
587732156315402659,1,0,U,L
587732471456727090,0,1,S,L
587741421095813433,0,1,S,L
587732053773582865,0,1,S,L
587728906100998483,1,0,E,M
587731885733249268,0,1,S,L
588007004158034137,1,0,U,M
587737827286188351,0,1,U,L
587725775069773978,1,0,U,M
587732053773582698,1,0,U,M
587738947731718562,0,1,S,L
588007004157968625,1,0,U,M
587738066193481939,0,1,S,L
587741708322406910,0,1,S,L
588007004157968699,1,0,E,M
587731521735950411,0,1,S,L
587731873385808262,0,1,S,L
587738066730680704,0,1,S,L
587732156315468306,0,1,S,L
587731872848805978,1,0,U,M
588013383257882672,0,1,U,L
587725552269197584,1,0,U,M
587737825674723557,0,1,S,L
587731521736016302,0,1,S,L
587725552269197465,1,0,E,M
587732053236580680,1,0,U,M
587731680111820905,1,0,U,M
587731521198948760,1,0,U,M
587735236880957801,0,1,S,L
588013383257882879,1,0,U,M
587725774532641069,0,1,S,L
587732471456792900,1,0,U,L
587731679574753493,1,0,E,M
587741420558942741,1,0,U,L
587737827286384870,0,1,S,L
587732471456792929,1,0,E,M
587732053236580761,1,0,U,M
587732156315533729,0,1,S,L
587728906638196746,0,1,U,L
587728930798633325,1,0,E,M
587737826749120799,1,0,U,M
588013382183813458,1,0,U,M
587734623237243200,0,1,U,L
587732471456792834,1,0,U,L
587737827286384878,0,1,S,L
587725552269197473,1,0,U,M
587737826212118730,1,0,E,M
587739376154378606,0,1,S,L
587728669878059389,0,1,S,L
587725775069970747,1,0,E,M
587725552269263041,1,0,E,M
587731886270513303,0,1,S,L
587738067805077777,0,1,S,L
587737809569185910,0,1,S,L
588013383257948500,0,1,S,L
587728668803924162,0,1,S,L
587742010042090046,0,1,S,L
587725551732129926,1,0,U,M
587739376154378730,0,1,S,L
587737809569186107,1,0,E,M
587732157389734301,1,0,U,M
587731872848871803,1,0,U,M
588013383257948351,0,1,S,L
587728668803858699,0,1,S,L
587737827286384795,0,1,U,L
587728670415323334,0,1,S,L
587739376691314972,0,1,S,L
587735236881088893,0,1,S,L
587732157389734231,0,1,S,L
587739153890148482,0,1,S,L
587731872848937211,0,1,S,L
587728670415323311,0,1,S,L
587739114697850929,0,1,S,L
587728668803989798,1,0,U,L
587731885733445960,0,1,S,L
587725550657929473,0,1,S,L
588013383258014093,0,1,U,L
587728905026928970,0,1,S,L
587731521199079689,1,0,E,M
587741817306087836,0,1,S,L
587738195040862528,0,1,S,L
588016878286930258,1,0,U,M
587725551732130057,1,0,E,M
587732053773779003,0,1,S,L
587732157926736285,1,0,U,M
587725470127685903,0,1,S,L
588013383795081530,1,0,E,M
587728906101129571,1,0,U,M
587725470127685799,0,1,S,L
587732053236711477,1,0,E,M
587728905564061741,1,0,E,M
587725773995704494,0,1,S,L
587728669878190175,0,1,U,L
587728906638328131,1,0,U,M
587731873386004741,0,1,S,L
587727866182107370,1,0,U,M
587728905564127365,0,1,U,L
587731680111886628,0,1,U,L
588013383258079569,0,1,S,L
587732157926801632,0,1,S,L
588016878286995786,1,0,U,M
587731521199145138,0,1,S,L
587738066193678631,0,1,S,L
587732157389799444,0,1,U,L
588013383258079580,1,0,U,M
587728668804055280,0,1,U,M
587727867256373608,1,0,E,M
587725552269459744,1,0,U,M
588007004695363905,0,1,S,L
587741532226912565,0,1,S,L
587737825674985777,1,0,U,M
587738197189722386,0,1,S,L
587738197189591300,0,1,S,L
588016840168964487,0,1,U,L
587728670415389049,0,1,S,M
587728906638393557,0,1,S,L
587741420559139210,0,1,S,L
587737809569251552,0,1,S,L
587731887344844810,1,0,U,M
587725551195193562,0,1,S,L
587731886270644577,0,1,S,L
587741490888311479,0,1,S,L
587731885733576927,1,0,U,M
587737810106515787,1,0,S,L
587725775070101707,1,0,E,M
587737826212249838,1,0,U,M
587732156852797482,0,1,S,L
587731521736343762,0,1,S,M
587725552269394141,1,0,E,M
587738372743430517,0,1,S,L
587732157389799764,1,0,E,M
587744638024876564,0,1,S,L
587728669878321470,0,1,S,L
587732471457055024,0,1,U,L
587731521199145313,0,1,S,L
587737808494985297,0,1,S,M
587741421633143215,0,1,S,L
587731521199210548,1,0,E,M
587731887344845075,1,0,U,M
587739376154509763,0,1,S,L
588016878824063265,0,1,S,L
587732470919987550,1,0,U,M
588007005769629992,0,1,S,L
587735236344217835,0,1,S,L
587741532763979837,0,1,S,L
587738066730877157,0,1,S,L
587731521199210835,1,0,S,M
587738196115259517,1,0,U,L
587731679574949919,1,0,U,M
587735235807215692,0,1,S,L
588016840706097646,0,1,S,L
587741532763979838,0,1,S,L
587732053236842804,0,1,S,L
587737826212249852,0,1,S,L
587741532763980179,1,0,U,L
587727867256438956,1,0,E,M
587738066193809689,0,1,S,L
587727867256439118,1,0,E,M
587727867256504560,1,0,S,M
587725552806658255,0,1,S,L
587731521199210769,1,0,U,M
587739153353277966,0,1,S,L
587725775607365792,0,1,S,L
587728930798960682,0,1,S,L
587728906101260644,1,0,U,M
587727867256439010,1,0,E,M
587731887344976121,1,0,E,M
588013382721142889,1,0,U,M
587731887344910723,0,1,S,L
587739153890279645,0,1,S,L
587727866719306107,0,1,S,M
587728669341319454,1,0,S,M
588007004695429451,0,1,S,L
587735236344283482,1,0,E,M
587727866719306139,1,0,U,M
587732156315795803,1,0,U,M
587738372743496003,0,1,S,L
587725470665081011,1,0,E,M
587728930798961022,0,1,S,L
587741387809620192,0,1,S,L
588007004695560392,0,1,S,L
588013382184075722,0,1,S,L
588297864708751544,0,1,S,L
587731873923334405,0,1,S,L
587731680112148646,0,1,U,L
587732156315861174,1,0,E,M
587738067805405195,0,1,S,L
588297863634616689,1,0,U,M
588016840169160802,1,0,E,M
587732471457186108,0,1,U,L
587741386735681926,0,1,S,L
587732156315861360,0,1,S,L
587731887344976231,1,0,U,M
587738947732177202,0,1,S,L
587732157389996044,0,1,S,L
587737809032315131,1,0,U,M
588297863634682233,0,1,S,L
587732054311043487,0,1,U,M
588013382721208707,0,1,S,L
587731680112214304,1,0,U,M
587731680649216261,1,0,U,M
587731680649216279,0,1,S,L
587727866182369606,1,0,U,L
587728670415585561,1,0,U,M
587728931873292529,0,1,S,L
587725551195390142,0,1,U,L
587739406755889514,0,1,U,L
588297864708751638,0,1,S,L
587731679575146696,1,0,U,L
587741421633274271,0,1,S,L
588007005232758984,0,1,S,L
587732054311174513,0,1,S,L
587735236881416585,0,1,S,L
587728905564455160,1,0,U,M
587728930799091979,1,0,U,M
587731680112214256,1,0,U,M
587739376154706038,0,1,S,L
587734622700568870,1,0,U,M
587737808495247588,1,0,E,M
587741533301113353,1,0,U,L
588007005769957428,1,0,U,M
587731520662340053,0,1,S,L
587732054848242176,0,1,S,L
587737810106777711,1,0,U,M
587737810643910927,0,1,S,L
587725550658257162,1,0,U,M
587734622700568986,0,1,U,L
587739376691708298,0,1,S,L
587731522273542412,0,1,S,L
587727866182369393,0,1,S,L
587727865645302039,0,1,S,L
588013382721274340,1,0,E,M
588007005769957610,0,1,U,M
587741817306350186,0,1,S,L
587737809569644839,1,0,U,L
587737809569513722,0,1,S,L
587728931873292574,0,1,S,L
587725470128144615,0,1,U,L
587738197189984580,0,1,S,L
587737827286843670,0,1,S,L
587727867256701097,0,1,S,L
587725775607627982,0,1,S,L
587725470128079182,0,1,S,L
587732156316057947,1,0,U,M
587731520662405487,1,0,U,L
588007004158623951,0,1,S,L
587728905564455076,1,0,U,M
587737826749644934,1,0,U,M
587728669878648987,0,1,S,L
587732470920249536,0,1,S,L
587737825675313374,1,0,U,M
587737808495313051,1,0,U,M
587731873923530987,0,1,S,L
587731886808105274,0,1,S,L
587731680112345334,1,0,U,M
587735236881482032,1,0,U,M
587731887345172727,0,1,S,L
587728906638721387,1,0,U,L
587741421633404998,0,1,S,L
588013382184337731,1,0,U,M
587725774533296253,1,0,U,M
587741387272880339,0,1,U,L
587732053774172300,1,0,E,M
587728931336290606,1,0,U,M
588013382184337740,0,1,S,L
588007005770023196,1,0,U,M
587737810644042024,1,0,E,M
587741489814700156,0,1,S,L
587731873923596715,1,0,U,M
587734622700700150,1,0,U,M
587727866719568186,0,1,S,L
587731872849396104,1,0,E,M
587727867256701059,0,1,S,L
587732470920315004,0,1,S,L
587738068342735012,0,1,S,L
588016840169357609,0,1,S,L
587731520662470809,1,0,U,L
587741533301244311,0,1,S,L
587741816769544663,0,1,S,L
587739407830024617,0,1,S,L
587735235807543592,0,1,S,L
588007005770154040,0,1,S,L
587737810643976229,0,1,S,L
587737809569710346,0,1,S,L
587738947732373658,0,1,S,L
587737810644041998,1,0,U,M
587737810644042039,1,0,U,M
587739407293022600,0,1,U,L
587728906638721464,1,0,U,M
587725773459095783,1,0,S,L
587731873923662220,1,0,U,M
587731680112410916,0,1,S,L
588297864708948182,0,1,S,L
587727866182631581,1,0,U,M
587744638562205743,0,1,S,L
587737808495313158,1,0,U,M
587727867256832398,0,1,S,L
587725773996228833,1,0,E,M
588007004695822576,0,1,S,L
587725773996228854,0,0,U,M
587728670415847650,1,0,U,L
587737810644107414,1,0,U,M
587731873923662312,0,1,S,L
587725775607693678,1,0,U,M
587731680649543918,0,1,S,L
587725773996294367,1,0,U,M
588007005770088667,1,0,S,M
587727866182631658,1,0,E,M
587731885734035675,0,1,S,L
587737810644107431,1,0,U,M
587738066194071784,0,1,S,L
587732156853256419,1,0,U,M
587744637488333211,1,0,U,L
587742009505677361,0,1,S,L
587728669878780206,0,1,S,L
587731681186611507,1,0,U,M
587737810644107499,0,1,U,L
587732054848438630,1,0,U,M
588297865246081462,0,1,S,L
587731680649609395,0,1,S,L
587741489814766233,0,1,S,L
588297864172077093,1,0,U,M
588297864172011842,0,1,U,L
587725773996228864,1,0,U,M
587727865645498616,1,0,U,M
587739154427674745,0,1,S,L
587741386736009821,0,1,S,L
587738196115849266,0,1,S,L
587728932410753305,0,1,S,L
587737826749841683,1,0,E,M
587731886271168792,1,0,E,M
587731521199669532,0,1,S,L
587734622700896579,0,1,S,L
587731679575539945,1,0,E,M
587725774533492754,1,0,U,M
587727866182762657,1,0,U,L
587731886808301903,0,1,S,L
587727865645564186,0,1,S,L
587735349084422922,0,1,S,L
587732054848504158,0,1,S,L
587739407830155653,0,1,S,L
587735236881678516,0,1,U,L
587732053237301655,0,1,S,L
587725470128406605,0,1,S,L
587744638025335350,0,1,U,L
587737826749841614,1,0,U,M
587739407830221135,0,1,S,L
587738066731401297,0,1,S,L
587728669341843479,0,1,S,L
588013383795802312,0,1,U,M
587725775607890121,1,0,U,M
587735236881809749,0,1,S,L
587738564941775605,1,0,U,M
587741708860064273,0,1,S,L
587728930799485296,0,1,U,L
587738196653048158,0,1,S,L
587737826749907083,1,0,S,L
587735044145545292,1,0,E,M
587737810644173012,0,1,S,L
588297863635075267,0,1,U,L
587737809569906932,0,1,U,L
587728930799485239,1,0,S,M
587728906638983443,1,0,U,M
588013383795736982,1,0,U,M
587741490888769920,0,1,S,L
587731521736933638,1,0,U,L
587731874460926296,0,1,S,L
587731885734166978,0,1,U,L
587737827287236749,0,1,S,L
587742061582745897,0,1,S,L
587731520662798385,1,0,E,M
588013383795802485,1,0,U,M
588013382184665442,1,0,U,M
587728931336683752,1,0,E,M
587737810107171036,1,0,S,M
587731872849723633,0,1,S,L
587728905027715323,0,1,S,L
587739407293284661,0,1,S,L
587732053774499874,0,1,S,L
587728931336683829,1,0,E,M
588013382721667456,0,1,S,L
587744638025465910,0,1,S,L
587728905564782952,1,0,U,M
587727866182828274,1,0,U,L
587728931336683876,0,1,S,L
587725551195783397,0,1,S,L
587731885734232468,0,1,S,L
587727865645760816,1,0,U,M
587737827287236800,0,1,S,L
587731521736999174,0,1,S,L
587731521736999199,1,0,U,M
587741490888900840,0,1,S,L
587735043608609087,1,0,E,M
587728931336749280,1,0,E,M
587725775607890117,0,1,S,L
588016840169685372,1,0,U,M
587737809032839407,0,1,S,L
587728905564848409,1,0,U,M
587737808495706344,0,1,S,L
588007004696150314,1,0,U,M
587739377229103593,0,1,U,L
587742009505874148,0,1,S,L
587735043608608937,1,0,E,M
587731522274066656,0,1,S,L
587732470383640855,0,1,S,L
587735348547683041,0,1,S,L
587734622701093005,0,1,S,L
587735235807805827,1,0,E,M
587728930799616297,1,0,U,L
587731873386856822,0,1,S,L
587742010042810554,0,1,S,L
587737827287236840,0,1,U,L
587737809570037950,1,0,U,M
587741708323258934,0,1,S,L
587735348010811668,0,1,S,L
587735043608609154,1,0,E,M
587728670416240944,1,0,U,M
587731873386856674,0,1,S,L
587725470128603417,0,1,S,L
587731874461122908,0,1,S,L
587741489815028208,0,1,S,L
587725550658781221,0,1,S,L
587727865645826164,1,0,E,M
587738564405100587,0,1,U,L
587741420559859862,0,1,U,L
587737809032904977,0,1,S,L
587741708323324106,0,1,S,L
587738065657331957,0,1,S,L
587735237419008037,0,1,S,L
587738947732767040,0,1,U,L
587738947195765012,0,1,S,L
587738565478908385,1,0,U,M
587741816769872088,0,1,S,L
587741386736271622,0,1,S,L
587734622701093269,0,1,S,L
587725552270246076,0,1,U,L
587728668267839703,0,1,S,L
587737809570103521,1,0,U,M
588013383795999003,0,1,S,L
587738065657331902,0,1,S,L
587741421096862064,0,1,S,L
587741387273273726,0,1,S,L
587728932411015485,0,1,S,L
587737809570038054,0,1,S,L
587735043608739948,0,1,S,L
587738371670212958,0,1,S,L
587737825675903217,0,1,S,L
587731874461122941,1,0,S,M
587742009506005390,0,1,S,L
587741421096861809,0,1,U,L
587741387273339320,0,1,S,L
587741420559925358,0,1,S,L
587738067268862215,0,1,S,L
588013383795998853,1,0,U,L
587728932411080803,0,1,S,L
587725469054468355,1,0,U,L
587738065657397323,0,1,S,L
587732156316582258,0,1,S,L
587741489815159182,0,1,U,L
587735344252911741,1,0,U,M
587725469591535959,1,0,U,M
587737810107367475,1,0,E,M
588016879361917172,0,1,S,L
587725469054402810,0,1,S,L
587728931336945742,1,0,U,M
587728668805038341,1,0,U,L
587735044145807575,0,1,S,L
587727865645957200,1,0,U,M
587727866720157928,0,1,U,L
587728668804972779,0,1,U,L
587727865646023075,0,1,U,L
587741386736402833,0,1,S,L
587734621627220221,0,1,S,L
587731874461188154,0,1,S,L
587725775608152312,0,1,S,L
587734949652267406,0,1,S,L
587741420559991171,0,1,U,L
587738371133341996,0,1,U,L
587741532227764666,0,1,S,L
587732157927784692,0,1,S,L
587741420559990843,0,1,U,L
587738564942103205,1,0,U,M
587737810107367717,0,1,U,L
587738195579109560,0,1,U,L
587737825675968737,1,0,U,M
588297863635403107,0,1,U,L
587741708860391715,0,1,U,L
587727866183155724,0,1,S,L
587728666652311764,0,1,U,L
587728670416372038,0,1,U,L
587728932411146361,0,1,S,L
587731887345827996,0,1,U,L
587735237419139085,0,1,S,L
587725550659043360,0,1,S,L
587737809570300140,1,0,U,M
587732054311829905,1,0,E,M
587735348011008728,0,1,S,L
587728670416437509,1,0,U,M
587731680650068124,1,0,S,M
587741533301768398,0,1,S,L
587725774533886090,1,0,E,M
587741533301768296,0,1,S,L
587728906639376538,1,0,U,L
587727865646088532,0,1,U,L
587728668268036282,1,0,E,M
587738565479104553,1,0,U,M
587728668805169353,1,0,U,M
587741421097058595,0,1,S,L
587735044145938591,0,1,S,L
587731886808826193,0,1,S,M
587731886271758561,0,1,U,M
587728906639442286,0,1,S,L
587739115235901717,0,1,S,L
587731873387184561,0,1,S,L
587725775608283346,0,1,S,M
