OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,AMATEUR,ES_EXPERT,MG_EXPERT,MG_AMATEUR
587734622162059713,40,37,3,2,0,1,0,0,0.925,0.075,0.050,0.000,0.025,0.000,0.000,0.925,0.075,E,M,0,0
587728948512555189,30,20,8,0,3,5,2,0,0.667,0.267,0.000,0.100,0.167,0.067,0.000,0.667,0.267,U,M,0,0
587735344258678905,57,52,3,0,1,2,2,0,0.912,0.053,0.000,0.018,0.035,0.035,0.000,0.885,0.079,E,M,0,0
587729227151442113,40,0,40,0,40,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732053246345475,50,22,27,0,0,27,1,0,0.440,0.540,0.000,0.000,0.540,0.020,0.000,0.440,0.540,U,M,0,0
588011219133989078,29,28,0,0,0,0,1,0,0.966,0.000,0.000,0.000,0.000,0.034,0.000,0.966,0.000,E,M,0,0
587735490287960200,34,22,12,1,0,11,0,0,0.647,0.353,0.029,0.000,0.324,0.000,0.000,0.641,0.359,U,M,0,0
588017627233910800,44,4,38,32,1,5,2,0,0.091,0.864,0.727,0.023,0.114,0.045,0.000,0.079,0.875,S,L,0,0
587726877806821645,34,6,28,1,8,19,0,0,0.176,0.824,0.029,0.235,0.559,0.000,0.000,0.047,0.953,S,L,0,0
587730774953820492,31,31,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
588018091078189208,51,19,30,6,7,17,2,0,0.373,0.588,0.118,0.137,0.333,0.039,0.000,0.165,0.788,U,L,0,0
587734623780143178,33,8,2,0,0,2,4,19,0.242,0.061,0.000,0.000,0.061,0.121,0.576,0.222,0.071,U,M,0,1
587724198279184676,48,2,45,1,41,3,1,0,0.042,0.938,0.021,0.854,0.062,0.021,0.000,0.010,0.969,S,L,0,0
587739380457210085,30,0,30,29,1,0,0,0,0.000,1.000,0.967,0.033,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732053776859338,59,4,54,51,2,1,0,1,0.068,0.915,0.864,0.034,0.017,0.000,0.017,0.027,0.956,S,L,0,0
588017604690837638,57,13,39,3,21,15,3,2,0.228,0.684,0.053,0.368,0.263,0.053,0.035,0.065,0.834,U,L,0,0
587739809947910461,42,9,32,28,1,3,1,0,0.214,0.762,0.667,0.024,0.071,0.024,0.000,0.090,0.884,S,L,0,0
587729386613112921,52,45,5,0,3,2,1,1,0.865,0.096,0.000,0.058,0.038,0.019,0.019,0.852,0.110,U,M,0,0
587726033329848505,20,0,20,19,0,1,0,0,0.000,1.000,0.950,0.000,0.050,0.000,0.000,0.000,1.000,S,L,0,0
588017570850209848,50,36,7,0,3,4,3,4,0.720,0.140,0.000,0.060,0.080,0.060,0.080,0.668,0.189,U,M,0,0
587724198279446676,31,31,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
587732771593519264,27,23,3,0,2,1,1,0,0.852,0.111,0.000,0.074,0.037,0.037,0.000,0.758,0.201,U,M,0,0
587728931343827087,28,22,6,0,0,6,0,0,0.786,0.214,0.000,0.000,0.214,0.000,0.000,0.775,0.225,U,M,0,0
587735348012712365,26,22,2,0,0,2,2,0,0.846,0.077,0.000,0.000,0.077,0.077,0.000,0.840,0.083,U,M,0,0
587727178476093655,33,23,6,1,0,5,4,0,0.697,0.182,0.030,0.000,0.152,0.121,0.000,0.697,0.182,U,M,0,0
587731512605016138,35,0,35,1,33,1,0,0,0.000,1.000,0.029,0.943,0.029,0.000,0.000,0.000,1.000,S,L,0,0
587734622167957681,63,0,63,0,63,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587733604254482611,30,3,27,2,20,5,0,0,0.100,0.900,0.067,0.667,0.167,0.000,0.000,0.038,0.962,S,L,0,0
587736916750499857,28,0,5,0,2,3,2,21,0.000,0.179,0.000,0.071,0.107,0.071,0.750,0.000,0.179,U,N,1,1
587725589847802098,35,4,12,3,2,7,2,17,0.114,0.343,0.086,0.057,0.200,0.057,0.486,0.051,0.377,U,N,1,0
587727180610732141,38,13,24,18,0,6,1,0,0.342,0.632,0.474,0.000,0.158,0.026,0.000,0.172,0.798,S,L,0,0
587741819992473651,33,0,33,31,1,1,0,0,0.000,1.000,0.939,0.030,0.030,0.000,0.000,0.000,1.000,S,L,0,0
587738574604533962,40,19,20,13,1,6,1,0,0.475,0.500,0.325,0.025,0.150,0.025,0.000,0.133,0.830,S,L,0,0
588013384353054809,50,11,6,0,0,6,5,28,0.220,0.120,0.000,0.000,0.120,0.100,0.560,0.139,0.147,U,N,1,1
587739706330316928,62,18,43,6,0,37,1,0,0.290,0.694,0.097,0.000,0.597,0.016,0.000,0.067,0.913,S,L,0,0
588016879367487697,32,0,32,30,0,2,0,0,0.000,1.000,0.938,0.000,0.062,0.000,0.000,0.000,1.000,S,L,0,0
587736477054075002,56,0,53,52,0,1,2,1,0.000,0.946,0.929,0.000,0.018,0.036,0.018,0.000,0.946,S,L,0,0
587727220874084585,52,6,46,11,24,11,0,0,0.115,0.885,0.212,0.462,0.212,0.000,0.000,0.101,0.899,S,L,0,0
587731186742919301,46,2,38,9,0,29,2,4,0.043,0.826,0.196,0.000,0.630,0.043,0.087,0.015,0.852,S,L,0,0
587739304225275963,32,1,31,1,30,0,0,0,0.031,0.969,0.031,0.938,0.000,0.000,0.000,0.015,0.985,S,L,0,0
587732154178011269,60,35,22,3,0,19,3,0,0.583,0.367,0.050,0.000,0.317,0.050,0.000,0.350,0.588,S,M,0,0
587732053773058465,30,4,25,15,3,7,1,0,0.133,0.833,0.500,0.100,0.233,0.033,0.000,0.133,0.833,S,M,0,0
587739828738916399,31,0,31,0,31,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731873926218139,66,4,59,54,1,4,0,3,0.061,0.894,0.818,0.015,0.061,0.000,0.045,0.009,0.943,S,L,0,0
587736941986185422,31,15,2,1,1,0,2,12,0.484,0.065,0.032,0.032,0.000,0.065,0.387,0.408,0.101,U,M,0,0
587731185133224090,35,15,16,7,1,8,4,0,0.429,0.457,0.200,0.029,0.229,0.114,0.000,0.113,0.723,U,L,0,0
587729158983713009,32,31,0,0,0,0,1,0,0.969,0.000,0.000,0.000,0.000,0.031,0.000,0.969,0.000,E,M,0,0
587728669343678667,24,2,21,11,2,8,0,1,0.083,0.875,0.458,0.083,0.333,0.000,0.042,0.023,0.934,S,L,0,0
588298661966905377,30,1,29,1,28,0,0,0,0.033,0.967,0.033,0.933,0.000,0.000,0.000,0.033,0.967,S,L,0,0
587738568170340527,29,6,21,17,1,3,1,1,0.207,0.724,0.586,0.034,0.103,0.034,0.034,0.073,0.850,S,L,0,0
587729777987420345,34,28,3,1,1,1,3,0,0.824,0.088,0.029,0.029,0.029,0.088,0.000,0.747,0.158,U,M,0,0
587733079736254496,28,0,27,27,0,0,0,1,0.000,0.964,0.964,0.000,0.000,0.000,0.036,0.000,0.964,S,L,0,0
587728906100998483,53,51,2,0,1,1,0,0,0.962,0.038,0.000,0.019,0.019,0.000,0.000,0.907,0.093,E,M,0,0
587736941981991113,36,2,32,31,1,0,1,1,0.056,0.889,0.861,0.028,0.000,0.028,0.028,0.011,0.932,S,L,0,0
587727179003854905,67,1,37,11,4,22,3,26,0.015,0.552,0.164,0.060,0.328,0.045,0.388,0.014,0.553,U,N,1,0
587728678466224157,35,0,33,33,0,0,0,2,0.000,0.943,0.943,0.000,0.000,0.000,0.057,0.000,0.943,S,L,0,0
587722983346077891,26,8,18,0,13,5,0,0,0.308,0.692,0.000,0.500,0.192,0.000,0.000,0.285,0.715,U,L,0,0
588017604145512539,54,47,4,1,1,2,2,1,0.870,0.074,0.019,0.019,0.037,0.037,0.019,0.813,0.129,U,M,0,0
588015510340370577,34,5,24,1,23,0,4,1,0.147,0.706,0.029,0.676,0.000,0.118,0.029,0.050,0.791,S,L,0,0
587727221404926125,59,4,18,12,0,6,9,28,0.068,0.305,0.203,0.000,0.102,0.153,0.475,0.045,0.318,U,L,1,0
587724650336157908,46,1,44,43,1,0,0,1,0.022,0.957,0.935,0.022,0.000,0.000,0.022,0.003,0.975,S,L,0,0
587729652352418158,33,2,31,1,26,4,0,0,0.061,0.939,0.030,0.788,0.121,0.000,0.000,0.061,0.939,S,L,0,0
587733399180345531,27,25,2,0,0,2,0,0,0.926,0.074,0.000,0.000,0.074,0.000,0.000,0.888,0.112,U,M,0,0
587728879805005990,31,2,29,0,26,3,0,0,0.065,0.935,0.000,0.839,0.097,0.000,0.000,0.051,0.949,S,L,0,0
588297865252634780,41,4,36,0,33,3,1,0,0.098,0.878,0.000,0.805,0.073,0.024,0.000,0.023,0.951,S,L,0,0
587730773879882090,35,35,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
587726014536614044,63,55,6,0,1,5,2,0,0.873,0.095,0.000,0.016,0.079,0.032,0.000,0.634,0.314,U,M,0,0
588017626689110068,29,0,28,0,28,0,0,1,0.000,0.966,0.000,0.966,0.000,0.000,0.034,0.000,0.966,S,L,0,0
587728678470025353,71,13,57,9,0,48,1,0,0.183,0.803,0.127,0.000,0.676,0.014,0.000,0.034,0.950,S,L,0,0
587742060514508907,54,11,6,1,0,5,10,27,0.204,0.111,0.019,0.000,0.093,0.185,0.500,0.190,0.121,U,N,1,0
587742010042810554,59,1,57,54,3,0,1,0,0.017,0.966,0.915,0.051,0.000,0.017,0.000,0.017,0.966,S,L,0,0
588010358548922558,64,2,61,1,58,2,1,0,0.031,0.953,0.016,0.906,0.031,0.016,0.000,0.011,0.974,S,L,0,0
588017111826759773,34,29,5,0,1,4,0,0,0.853,0.147,0.000,0.029,0.118,0.000,0.000,0.780,0.220,U,M,0,0
588007005254254741,52,49,2,0,1,1,1,0,0.942,0.038,0.000,0.019,0.019,0.019,0.000,0.887,0.092,E,M,0,0
587738947205791793,32,0,32,29,2,1,0,0,0.000,1.000,0.906,0.062,0.031,0.000,0.000,0.000,1.000,S,L,0,0
587725504483360900,30,6,21,0,17,4,3,0,0.200,0.700,0.000,0.567,0.133,0.100,0.000,0.068,0.821,U,L,0,0
587732772128686201,28,1,27,1,26,0,0,0,0.036,0.964,0.036,0.929,0.000,0.000,0.000,0.009,0.991,S,L,0,0
587734303802065118,22,9,0,0,0,0,1,12,0.409,0.000,0.000,0.000,0.000,0.045,0.545,0.409,0.000,U,N,1,1
587738409248489514,31,27,2,0,0,2,2,0,0.871,0.065,0.000,0.000,0.065,0.065,0.000,0.871,0.065,E,M,0,0
587739131890303336,30,0,30,0,30,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731499182850168,53,2,51,48,1,2,0,0,0.038,0.962,0.906,0.019,0.038,0.000,0.000,0.029,0.971,S,L,0,0
587732482753626209,58,1,55,53,1,1,0,2,0.017,0.948,0.914,0.017,0.017,0.000,0.034,0.017,0.948,S,L,0,0
588011217536418003,25,23,2,0,1,1,0,0,0.920,0.080,0.000,0.040,0.040,0.000,0.000,0.920,0.080,E,M,0,0
587732772132356246,74,40,29,3,5,21,4,1,0.541,0.392,0.041,0.068,0.284,0.054,0.014,0.492,0.440,U,M,0,0
587735239570161841,58,12,41,4,22,15,5,0,0.207,0.707,0.069,0.379,0.259,0.086,0.000,0.132,0.779,U,L,0,0
587732701783523495,39,1,38,1,37,0,0,0,0.026,0.974,0.026,0.949,0.000,0.000,0.000,0.015,0.985,S,L,0,0
587735043608412438,58,3,4,2,0,2,10,41,0.052,0.069,0.034,0.000,0.034,0.172,0.707,0.038,0.072,U,N,1,1
588013383264764186,24,22,1,0,0,1,1,0,0.917,0.042,0.000,0.000,0.042,0.042,0.000,0.870,0.086,E,M,0,0
587729752211390875,59,43,15,1,1,13,1,0,0.729,0.254,0.017,0.017,0.220,0.017,0.000,0.498,0.480,S,M,0,0
587737826743419128,27,9,1,0,0,1,5,12,0.333,0.037,0.000,0.000,0.037,0.185,0.444,0.333,0.038,U,N,1,0
588017990156419155,49,16,2,0,0,2,3,28,0.327,0.041,0.000,0.000,0.041,0.061,0.571,0.310,0.050,U,N,1,1
587739608621056051,36,1,35,0,35,0,0,0,0.028,0.972,0.000,0.972,0.000,0.000,0.000,0.008,0.992,S,L,0,0
587725469059776695,28,16,12,2,7,3,0,0,0.571,0.429,0.071,0.250,0.107,0.000,0.000,0.571,0.429,U,L,0,0
587739406241628163,62,0,62,60,2,0,0,0,0.000,1.000,0.968,0.032,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588007005805543864,66,2,64,2,60,2,0,0,0.030,0.970,0.030,0.909,0.030,0.000,0.000,0.014,0.986,S,L,0,0
587729388229689394,45,32,12,4,0,8,0,1,0.711,0.267,0.089,0.000,0.178,0.000,0.022,0.590,0.386,U,M,0,0
587732578849194189,25,23,2,0,0,2,0,0,0.920,0.080,0.000,0.000,0.080,0.000,0.000,0.833,0.167,U,M,0,0
587725994112647485,35,5,30,0,27,3,0,0,0.143,0.857,0.000,0.771,0.086,0.000,0.000,0.063,0.937,S,L,0,0
587731187806568654,33,14,3,0,1,2,0,16,0.424,0.091,0.000,0.030,0.061,0.000,0.485,0.368,0.124,U,M,1,0
587739382599516263,37,1,36,34,2,0,0,0,0.027,0.973,0.919,0.054,0.000,0.000,0.000,0.026,0.974,S,L,0,0
588848899916562591,60,4,48,0,41,7,4,4,0.067,0.800,0.000,0.683,0.117,0.067,0.067,0.039,0.826,S,L,0,0
587725040089235662,30,0,28,28,0,0,0,2,0.000,0.933,0.933,0.000,0.000,0.000,0.067,0.000,0.933,S,L,0,0
587727179001299082,31,24,7,2,2,3,0,0,0.774,0.226,0.065,0.065,0.097,0.000,0.000,0.636,0.364,U,M,0,0
587725551193948228,33,29,1,1,0,0,3,0,0.879,0.030,0.030,0.000,0.000,0.091,0.000,0.828,0.074,U,M,0,0
587737826752069820,30,0,30,0,29,1,0,0,0.000,1.000,0.000,0.967,0.033,0.000,0.000,0.000,1.000,S,L,0,0
587724197211406456,41,32,8,1,4,3,0,1,0.780,0.195,0.024,0.098,0.073,0.000,0.024,0.713,0.262,U,M,0,0
587734862144209095,46,0,46,45,1,0,0,0,0.000,1.000,0.978,0.022,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588010360144330874,22,4,18,12,0,6,0,0,0.182,0.818,0.545,0.000,0.273,0.000,0.000,0.095,0.905,S,L,0,0
588023047480934537,53,7,44,0,40,4,2,0,0.132,0.830,0.000,0.755,0.075,0.038,0.000,0.023,0.935,S,L,0,0
587732153104728152,26,5,21,0,19,2,0,0,0.192,0.808,0.000,0.731,0.077,0.000,0.000,0.112,0.888,S,L,0,0
588018056735817988,31,9,22,18,1,3,0,0,0.290,0.710,0.581,0.032,0.097,0.000,0.000,0.066,0.934,S,L,0,0
587727213885259998,34,29,3,0,1,2,1,1,0.853,0.088,0.000,0.029,0.059,0.029,0.029,0.816,0.124,E,M,0,0
587732052704297210,21,9,12,4,3,5,0,0,0.429,0.571,0.190,0.143,0.238,0.000,0.000,0.108,0.892,S,L,0,0
587735665305911421,24,0,22,19,0,3,0,2,0.000,0.917,0.792,0.000,0.125,0.000,0.083,0.000,0.917,S,L,0,0
587732772669227177,24,22,1,0,0,1,0,1,0.917,0.042,0.000,0.000,0.042,0.000,0.042,0.860,0.095,U,M,0,0
588017569779875988,31,9,22,15,0,7,0,0,0.290,0.710,0.484,0.000,0.226,0.000,0.000,0.118,0.882,S,L,0,0
588011217523048649,29,23,4,0,0,4,2,0,0.793,0.138,0.000,0.000,0.138,0.069,0.000,0.656,0.264,U,L,0,0
588013383815725189,57,0,57,1,56,0,0,0,0.000,1.000,0.018,0.982,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017705084715140,34,8,26,0,18,8,0,0,0.235,0.765,0.000,0.529,0.235,0.000,0.000,0.074,0.926,S,L,0,0
588295841251000346,26,22,1,0,0,1,2,1,0.846,0.038,0.000,0.000,0.038,0.077,0.038,0.807,0.073,U,M,0,0
587731185120575782,32,32,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
588010359601758401,27,2,25,20,0,5,0,0,0.074,0.926,0.741,0.000,0.185,0.000,0.000,0.069,0.931,S,L,0,0
588017605224628322,36,0,35,35,0,0,0,1,0.000,0.972,0.972,0.000,0.000,0.000,0.028,0.000,0.972,S,L,0,0
587735348554694848,56,0,55,55,0,0,0,1,0.000,0.982,0.982,0.000,0.000,0.000,0.018,0.000,0.982,S,L,0,0
588009367472308289,43,0,5,0,5,0,1,37,0.000,0.116,0.000,0.116,0.000,0.023,0.860,0.000,0.116,U,L,1,1
587741602567880827,27,11,16,11,1,4,0,0,0.407,0.593,0.407,0.037,0.148,0.000,0.000,0.113,0.887,S,L,0,0
587732482747924646,41,29,3,1,1,1,3,6,0.707,0.073,0.024,0.024,0.024,0.073,0.146,0.676,0.101,U,M,0,0
587728931878142150,34,5,29,3,0,26,0,0,0.147,0.853,0.088,0.000,0.765,0.000,0.000,0.147,0.853,S,M,0,0
588017114520092839,34,2,31,0,30,1,1,0,0.059,0.912,0.000,0.882,0.029,0.029,0.000,0.059,0.912,S,L,0,0
587724232638726250,29,4,25,0,23,2,0,0,0.138,0.862,0.000,0.793,0.069,0.000,0.000,0.040,0.960,S,L,0,0
587726013997711457,29,1,28,25,1,2,0,0,0.034,0.966,0.862,0.034,0.069,0.000,0.000,0.031,0.969,S,L,0,0
588023046401491151,53,0,52,50,2,0,0,1,0.000,0.981,0.943,0.038,0.000,0.000,0.019,0.000,0.981,S,L,0,0
587731187799294377,56,44,9,1,2,6,3,0,0.786,0.161,0.018,0.036,0.107,0.054,0.000,0.786,0.161,U,M,0,0
588015508738998356,47,0,47,1,46,0,0,0,0.000,1.000,0.021,0.979,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587733409912127612,17,2,14,2,10,2,1,0,0.118,0.824,0.118,0.588,0.118,0.059,0.000,0.021,0.915,S,L,0,0
587736618787471729,36,34,1,0,1,0,1,0,0.944,0.028,0.000,0.028,0.000,0.028,0.000,0.904,0.067,E,M,0,0
587739406801764579,55,15,36,24,0,12,2,2,0.273,0.655,0.436,0.000,0.218,0.036,0.036,0.066,0.845,S,L,0,0
587733442121498829,27,0,27,27,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587736585504358680,54,49,3,2,0,1,2,0,0.907,0.056,0.037,0.000,0.019,0.037,0.000,0.825,0.133,U,M,0,0
587730775498752173,52,50,1,0,1,0,1,0,0.962,0.019,0.000,0.019,0.000,0.019,0.000,0.929,0.051,E,M,0,0
587733604253696153,51,5,46,2,43,1,0,0,0.098,0.902,0.039,0.843,0.020,0.000,0.000,0.024,0.976,S,L,0,0
587741533310943487,32,1,30,26,1,3,0,1,0.031,0.938,0.812,0.031,0.094,0.000,0.031,0.010,0.958,S,L,0,0
587729233587601506,55,36,14,2,2,10,4,1,0.655,0.255,0.036,0.036,0.182,0.073,0.018,0.309,0.545,U,L,0,0
587731680647774555,31,20,11,0,0,11,0,0,0.645,0.355,0.000,0.000,0.355,0.000,0.000,0.380,0.620,U,M,0,0
587732482204172331,28,26,2,1,0,1,0,0,0.929,0.071,0.036,0.000,0.036,0.000,0.000,0.824,0.176,U,M,0,0
587735742616764638,61,0,61,0,61,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587734305954726061,34,27,6,0,1,5,1,0,0.794,0.176,0.000,0.029,0.147,0.029,0.000,0.572,0.389,U,M,0,0
588017703460012098,34,6,27,19,0,8,1,0,0.176,0.794,0.559,0.000,0.235,0.029,0.000,0.084,0.884,S,L,0,0
587724232639643722,36,22,7,2,2,3,5,2,0.611,0.194,0.056,0.056,0.083,0.139,0.056,0.569,0.234,U,M,0,0
587733431924687219,70,1,69,69,0,0,0,0,0.014,0.986,0.986,0.000,0.000,0.000,0.000,0.014,0.986,S,L,0,0
587741490912493720,22,5,17,6,1,10,0,0,0.227,0.773,0.273,0.045,0.455,0.000,0.000,0.227,0.773,U,L,0,0
588010136803541136,35,8,24,19,0,5,3,0,0.229,0.686,0.543,0.000,0.143,0.086,0.000,0.052,0.847,U,L,0,0
587735743690375323,36,13,22,17,0,5,1,0,0.361,0.611,0.472,0.000,0.139,0.028,0.000,0.102,0.862,U,L,0,0
588010359076815005,38,0,38,0,38,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587729970720866590,31,9,21,0,12,9,1,0,0.290,0.677,0.000,0.387,0.290,0.032,0.000,0.045,0.913,S,L,0,0
587735344799744096,28,25,2,0,0,2,1,0,0.893,0.071,0.000,0.000,0.071,0.036,0.000,0.771,0.185,U,M,0,0
588007005252812845,32,0,14,14,0,0,0,18,0.000,0.438,0.438,0.000,0.000,0.000,0.562,0.000,0.438,U,L,1,1
587731892189397118,45,40,5,0,2,3,0,0,0.889,0.111,0.000,0.044,0.067,0.000,0.000,0.819,0.181,U,M,0,0
588015509276983437,32,0,31,4,0,27,0,1,0.000,0.969,0.125,0.000,0.844,0.000,0.031,0.000,0.969,S,L,0,0
587736584963817682,21,13,8,1,0,7,0,0,0.619,0.381,0.048,0.000,0.333,0.000,0.000,0.433,0.567,U,M,0,0
587741533845848286,62,1,61,0,58,3,0,0,0.016,0.984,0.000,0.935,0.048,0.000,0.000,0.005,0.995,S,L,0,0
587727179003134094,40,1,39,36,1,2,0,0,0.025,0.975,0.900,0.025,0.050,0.000,0.000,0.009,0.991,S,L,0,0
587729777985126645,25,21,2,0,1,1,1,1,0.840,0.080,0.000,0.040,0.040,0.040,0.040,0.840,0.080,E,M,0,0
587739829276967072,23,9,13,0,9,4,1,0,0.391,0.565,0.000,0.391,0.174,0.043,0.000,0.153,0.793,U,L,0,0
587733080274698402,30,5,24,14,1,9,1,0,0.167,0.800,0.467,0.033,0.300,0.033,0.000,0.045,0.918,S,L,0,0
587726032232906947,29,18,10,6,0,4,1,0,0.621,0.345,0.207,0.000,0.138,0.034,0.000,0.383,0.574,S,M,0,0
587729228759630003,30,4,26,18,1,7,0,0,0.133,0.867,0.600,0.033,0.233,0.000,0.000,0.057,0.943,S,L,0,0
588017991778828622,28,4,21,1,17,3,1,2,0.143,0.750,0.036,0.607,0.107,0.036,0.071,0.097,0.794,U,L,0,0
587727179540332604,59,1,57,54,0,3,0,1,0.017,0.966,0.915,0.000,0.051,0.000,0.017,0.017,0.966,S,L,0,0
588848898839347397,44,2,42,40,1,1,0,0,0.045,0.955,0.909,0.023,0.023,0.000,0.000,0.009,0.991,S,L,0,0
587736807766687942,26,0,26,0,26,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587732484359454865,39,30,9,2,2,5,0,0,0.769,0.231,0.051,0.051,0.128,0.000,0.000,0.614,0.386,U,M,0,0
587725994650501397,32,0,32,32,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587727180062195851,31,0,31,0,31,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587741532244803650,29,3,26,1,20,5,0,0,0.103,0.897,0.034,0.690,0.172,0.000,0.000,0.040,0.960,S,L,0,0
587732054315696166,67,9,11,1,3,7,14,33,0.134,0.164,0.015,0.045,0.104,0.209,0.493,0.133,0.165,U,N,1,0
587736915678134379,37,2,35,1,32,2,0,0,0.054,0.946,0.027,0.865,0.054,0.000,0.000,0.026,0.974,S,L,0,0
588017947209760809,36,27,5,1,0,4,4,0,0.750,0.139,0.028,0.000,0.111,0.111,0.000,0.598,0.269,U,M,0,0
587732154177159257,28,2,26,14,2,10,0,0,0.071,0.929,0.500,0.071,0.357,0.000,0.000,0.019,0.981,S,L,0,0
587731890578325537,30,3,27,27,0,0,0,0,0.100,0.900,0.900,0.000,0.000,0.000,0.000,0.047,0.953,S,L,0,0
587724234253271147,60,57,0,0,0,0,3,0,0.950,0.000,0.000,0.000,0.000,0.050,0.000,0.950,0.000,E,M,0,0
587732471458169191,41,31,7,0,0,7,3,0,0.756,0.171,0.000,0.000,0.171,0.073,0.000,0.756,0.171,U,M,0,0
587726031696756797,30,3,7,0,0,7,1,19,0.100,0.233,0.000,0.000,0.233,0.033,0.633,0.088,0.242,U,N,1,1
588017603608248435,34,19,4,0,0,4,2,9,0.559,0.118,0.000,0.000,0.118,0.059,0.265,0.460,0.184,U,M,0,0
587729158982729738,33,28,1,0,0,1,4,0,0.848,0.030,0.000,0.000,0.030,0.121,0.000,0.848,0.030,E,M,0,0
587742014340923573,30,1,29,29,0,0,0,0,0.033,0.967,0.967,0.000,0.000,0.000,0.000,0.029,0.971,S,L,0,0
587726102558081141,45,3,35,0,33,2,1,6,0.067,0.778,0.000,0.733,0.044,0.022,0.133,0.026,0.814,U,L,0,0
588017570853552222,56,3,7,1,0,6,14,32,0.054,0.125,0.018,0.000,0.107,0.250,0.571,0.047,0.129,U,N,1,1
587738411402592358,31,12,0,0,0,0,1,18,0.387,0.000,0.000,0.000,0.000,0.032,0.581,0.387,0.000,U,N,1,1
588017703997276318,37,29,7,2,0,5,1,0,0.784,0.189,0.054,0.000,0.135,0.027,0.000,0.784,0.189,U,M,0,0
587735241713451220,32,0,31,31,0,0,0,1,0.000,0.969,0.969,0.000,0.000,0.000,0.031,0.000,0.969,S,L,0,0
587739153892770071,29,4,25,1,23,1,0,0,0.138,0.862,0.034,0.793,0.034,0.000,0.000,0.073,0.927,S,L,0,0
588017626159120515,58,46,6,0,0,6,5,1,0.793,0.103,0.000,0.000,0.103,0.086,0.017,0.710,0.179,U,M,0,0
587732049485693052,37,27,5,0,1,4,5,0,0.730,0.135,0.000,0.027,0.108,0.135,0.000,0.694,0.169,U,M,0,0
587739115775459539,28,2,25,21,0,4,0,1,0.071,0.893,0.750,0.000,0.143,0.000,0.036,0.071,0.893,S,L,0,0
587726032784064608,60,43,16,10,0,6,1,0,0.717,0.267,0.167,0.000,0.100,0.017,0.000,0.633,0.350,U,M,0,0
587738573534986543,22,0,22,20,1,1,0,0,0.000,1.000,0.909,0.045,0.045,0.000,0.000,0.000,1.000,S,L,0,0
587741816237326650,60,18,42,1,13,28,0,0,0.300,0.700,0.017,0.217,0.467,0.000,0.000,0.081,0.919,S,L,0,0
587732050018041928,50,36,8,1,7,0,0,6,0.720,0.160,0.020,0.140,0.000,0.000,0.120,0.649,0.226,U,M,0,0
588016891712438397,74,67,5,1,0,4,2,0,0.905,0.068,0.014,0.000,0.054,0.027,0.000,0.853,0.119,U,M,0,0
587734949663998055,28,4,24,0,19,5,0,0,0.143,0.857,0.000,0.679,0.179,0.000,0.000,0.074,0.926,S,L,0,0
587731512611438810,52,40,11,5,1,5,1,0,0.769,0.212,0.096,0.019,0.096,0.019,0.000,0.695,0.285,U,M,0,0
587733604268965959,27,21,4,0,3,1,2,0,0.778,0.148,0.000,0.111,0.037,0.074,0.000,0.778,0.148,U,M,0,0
588017719576232066,47,42,3,0,1,2,2,0,0.894,0.064,0.000,0.021,0.043,0.043,0.000,0.833,0.122,U,M,0,0
588016879367487716,34,30,2,0,0,2,0,2,0.882,0.059,0.000,0.000,0.059,0.000,0.059,0.840,0.099,E,M,0,0
588017978376585521,34,0,18,17,1,0,1,15,0.000,0.529,0.500,0.029,0.000,0.029,0.441,0.000,0.529,U,L,1,0
587727178986684545,30,3,27,2,23,2,0,0,0.100,0.900,0.067,0.767,0.067,0.000,0.000,0.100,0.900,S,L,0,0
