OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,AMATEUR,ES_EXPERT,MG_EXPERT,MG_AMATEUR
587739647273271411,30,5,25,0,23,2,0,0,0.167,0.833,0.000,0.767,0.067,0.000,0.000,0.167,0.833,S,L,0,0
587729232519168204,59,54,4,1,0,3,1,0,0.915,0.068,0.017,0.000,0.051,0.017,0.000,0.843,0.139,U,M,0,0
587729774485110984,26,22,2,1,0,1,2,0,0.846,0.077,0.038,0.000,0.038,0.077,0.000,0.770,0.147,U,M,0,0
587724231571079216,55,1,53,0,50,3,1,0,0.018,0.964,0.000,0.909,0.055,0.018,0.000,0.018,0.964,S,L,0,0
587733605331763420,33,1,31,30,0,1,0,1,0.030,0.939,0.909,0.000,0.030,0.000,0.030,0.024,0.946,S,L,0,0
588009366936485918,22,18,2,0,0,2,0,2,0.818,0.091,0.000,0.000,0.091,0.000,0.091,0.793,0.115,U,M,0,0
588297864182300839,68,1,64,63,1,0,0,3,0.015,0.941,0.926,0.015,0.000,0.000,0.044,0.014,0.941,S,L,0,0
587738572460327004,36,7,24,0,14,10,2,3,0.194,0.667,0.000,0.389,0.278,0.056,0.083,0.091,0.760,U,L,0,0
587738575146713321,30,0,30,28,2,0,0,0,0.000,1.000,0.933,0.067,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588848899910205607,27,10,17,12,1,4,0,0,0.370,0.630,0.444,0.037,0.148,0.000,0.000,0.162,0.838,S,L,0,0
587735349104869526,31,2,27,17,2,8,1,1,0.065,0.871,0.548,0.065,0.258,0.032,0.032,0.016,0.917,S,L,0,0
587733080816287849,39,31,1,0,0,1,0,7,0.795,0.026,0.000,0.000,0.026,0.000,0.179,0.787,0.033,U,M,0,0
588017979961114770,30,10,13,0,6,7,3,4,0.333,0.433,0.000,0.200,0.233,0.100,0.133,0.098,0.604,U,L,0,0
587725550679294086,23,0,23,0,23,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587722982820413452,34,15,5,0,1,4,0,14,0.441,0.147,0.000,0.029,0.118,0.000,0.412,0.438,0.150,U,N,1,0
587725469055844591,31,23,7,0,3,4,1,0,0.742,0.226,0.000,0.097,0.129,0.032,0.000,0.680,0.287,U,M,0,0
587724233183002767,31,0,30,29,0,1,0,1,0.000,0.968,0.935,0.000,0.032,0.000,0.032,0.000,0.968,S,L,0,0
587739157650538519,51,7,15,0,0,15,9,20,0.137,0.294,0.000,0.000,0.294,0.176,0.392,0.123,0.306,U,N,1,0
588011124117405766,31,2,28,0,26,2,1,0,0.065,0.903,0.000,0.839,0.065,0.032,0.000,0.015,0.951,S,L,0,0
587731513147850876,23,21,1,0,1,0,1,0,0.913,0.043,0.000,0.043,0.000,0.043,0.000,0.867,0.087,E,M,0,0
587732156315861360,38,0,38,37,0,1,0,0,0.000,1.000,0.974,0.000,0.026,0.000,0.000,0.000,1.000,S,L,0,0
587732770501886141,40,0,39,35,3,1,0,1,0.000,0.975,0.875,0.075,0.025,0.000,0.025,0.000,0.975,S,L,0,0
587731512614453318,52,42,10,1,2,7,0,0,0.808,0.192,0.019,0.038,0.135,0.000,0.000,0.667,0.333,U,M,0,0
588018254289043559,36,0,36,0,36,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587738570857119859,22,5,16,0,16,0,1,0,0.227,0.727,0.000,0.727,0.000,0.045,0.000,0.133,0.819,U,L,0,0
588848900972871789,36,0,36,35,1,0,0,0,0.000,1.000,0.972,0.028,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587734303268733195,29,23,6,0,2,4,0,0,0.793,0.207,0.000,0.069,0.138,0.000,0.000,0.635,0.365,U,M,0,0
587731512078893196,56,12,43,37,0,6,0,1,0.214,0.768,0.661,0.000,0.107,0.000,0.018,0.146,0.835,S,L,0,0
587727225420972140,25,6,16,0,11,5,2,1,0.240,0.640,0.000,0.440,0.200,0.080,0.040,0.074,0.787,S,L,0,0
587739406225440938,30,4,26,0,21,5,0,0,0.133,0.867,0.000,0.700,0.167,0.000,0.000,0.114,0.886,S,L,0,0
587727223021830382,36,25,8,3,1,4,3,0,0.694,0.222,0.083,0.028,0.111,0.083,0.000,0.694,0.222,U,M,0,0
588017720103075943,29,24,3,0,0,3,2,0,0.828,0.103,0.000,0.000,0.103,0.069,0.000,0.761,0.167,U,M,0,0
587733081347391634,24,2,20,0,19,1,0,2,0.083,0.833,0.000,0.792,0.042,0.000,0.083,0.028,0.886,S,L,0,0
587730817361445020,53,29,19,1,8,10,4,1,0.547,0.358,0.019,0.151,0.189,0.075,0.019,0.232,0.632,U,L,0,0
587728905562227010,25,18,6,2,0,4,1,0,0.720,0.240,0.080,0.000,0.160,0.040,0.000,0.644,0.314,U,M,0,0
588013383817232504,32,25,7,0,2,5,0,0,0.781,0.219,0.000,0.062,0.156,0.000,0.000,0.559,0.441,S,M,0,0
587725039552364715,29,0,28,0,28,0,0,1,0.000,0.966,0.000,0.966,0.000,0.000,0.034,0.000,0.966,S,L,0,0
588017702397411535,25,1,20,19,0,1,0,4,0.040,0.800,0.760,0.000,0.040,0.000,0.160,0.010,0.826,S,L,0,0
587727178463051809,24,22,1,0,1,0,0,1,0.917,0.042,0.000,0.042,0.000,0.000,0.042,0.917,0.042,E,M,0,0
587726100946813045,34,32,1,0,0,1,1,0,0.941,0.029,0.000,0.000,0.029,0.029,0.000,0.930,0.040,E,M,0,0
587725474954805390,65,28,0,0,0,0,6,31,0.431,0.000,0.000,0.000,0.000,0.092,0.477,0.431,0.000,U,N,1,0
588848898827944016,62,2,59,1,57,1,0,1,0.032,0.952,0.016,0.919,0.016,0.000,0.016,0.032,0.952,S,L,0,0
587736940372885634,68,23,40,2,7,31,0,5,0.338,0.588,0.029,0.103,0.456,0.000,0.074,0.220,0.702,S,M,0,0
587739607554981991,31,0,30,0,30,0,0,1,0.000,0.968,0.000,0.968,0.000,0.000,0.032,0.000,0.968,S,L,0,0
587739609710526633,49,3,21,1,16,4,1,24,0.061,0.429,0.020,0.327,0.082,0.020,0.490,0.028,0.449,U,L,1,0
587739609170182319,41,4,37,33,1,3,0,0,0.098,0.902,0.805,0.024,0.073,0.000,0.000,0.061,0.939,S,L,0,0
587735348563804457,21,7,4,0,2,2,0,10,0.333,0.190,0.000,0.095,0.095,0.000,0.476,0.175,0.263,U,N,1,0
587731869631512769,16,12,4,0,2,2,0,0,0.750,0.250,0.000,0.125,0.125,0.000,0.000,0.409,0.591,U,M,0,0
587732157391765707,32,2,29,24,0,5,0,1,0.062,0.906,0.750,0.000,0.156,0.000,0.031,0.031,0.937,S,L,0,0
587731681192902824,50,24,26,0,2,24,0,0,0.480,0.520,0.000,0.040,0.480,0.000,0.000,0.326,0.674,S,M,0,0
587722982300188862,31,3,28,2,16,10,0,0,0.097,0.903,0.065,0.516,0.323,0.000,0.000,0.028,0.972,S,L,0,0
587729653961392313,54,1,52,52,0,0,1,0,0.019,0.963,0.963,0.000,0.000,0.019,0.000,0.008,0.973,S,L,0,0
587737826745123109,34,2,32,30,0,2,0,0,0.059,0.941,0.882,0.000,0.059,0.000,0.000,0.031,0.969,S,L,0,0
587741722819559522,51,0,50,1,46,3,1,0,0.000,0.980,0.020,0.902,0.059,0.020,0.000,0.000,0.980,S,L,0,0
587735666922160136,31,2,29,0,19,10,0,0,0.065,0.935,0.000,0.613,0.323,0.000,0.000,0.054,0.946,S,L,0,0
588017111292969163,50,32,16,1,0,15,2,0,0.640,0.320,0.020,0.000,0.300,0.040,0.000,0.544,0.414,U,M,0,0
588017979429159015,33,2,29,19,1,9,2,0,0.061,0.879,0.576,0.030,0.273,0.061,0.000,0.017,0.921,S,L,0,0
588018254830960781,53,26,27,1,4,22,0,0,0.491,0.509,0.019,0.075,0.415,0.000,0.000,0.224,0.776,S,L,0,0
587739609169526803,25,1,24,23,0,1,0,0,0.040,0.960,0.920,0.000,0.040,0.000,0.000,0.040,0.960,S,L,0,0
588017605751734328,25,24,1,0,0,1,0,0,0.960,0.040,0.000,0.000,0.040,0.000,0.000,0.960,0.040,E,M,0,0
587733081883934820,25,25,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
587735743150358590,38,36,1,0,1,0,1,0,0.947,0.026,0.000,0.026,0.000,0.026,0.000,0.931,0.043,E,M,0,0
588017110225518732,29,2,26,0,19,7,1,0,0.069,0.897,0.000,0.655,0.241,0.034,0.000,0.015,0.949,S,L,0,0
588017605213225121,27,1,26,0,19,7,0,0,0.037,0.963,0.000,0.704,0.259,0.000,0.000,0.014,0.986,S,L,0,0
587735430154158169,31,6,24,0,0,24,0,1,0.194,0.774,0.000,0.000,0.774,0.000,0.032,0.158,0.809,S,M,0,0
587725040097165552,35,34,1,0,1,0,0,0,0.971,0.029,0.000,0.029,0.000,0.000,0.000,0.935,0.065,U,M,0,0
587732770500837547,21,17,4,0,1,3,0,0,0.810,0.190,0.000,0.048,0.143,0.000,0.000,0.514,0.486,U,M,0,0
587722983898677541,32,3,28,0,27,1,1,0,0.094,0.875,0.000,0.844,0.031,0.031,0.000,0.051,0.917,S,L,0,0
588010878218928262,27,0,26,0,26,0,0,1,0.000,0.963,0.000,0.963,0.000,0.000,0.037,0.000,0.963,S,L,0,0
588009366938648749,33,1,32,1,29,2,0,0,0.030,0.970,0.030,0.879,0.061,0.000,0.000,0.007,0.993,S,L,0,0
587739719762575453,52,27,23,15,0,8,2,0,0.519,0.442,0.288,0.000,0.154,0.038,0.000,0.251,0.699,U,L,0,0
587727873696333880,32,24,5,2,0,3,3,0,0.750,0.156,0.062,0.000,0.094,0.094,0.000,0.688,0.215,U,L,0,0
587742015420891252,74,0,74,0,73,1,0,0,0.000,1.000,0.000,0.986,0.014,0.000,0.000,0.000,1.000,S,L,0,0
588017603604381767,20,15,4,0,0,4,1,0,0.750,0.200,0.000,0.000,0.200,0.050,0.000,0.750,0.200,U,M,0,0
587728948512293025,62,51,8,2,1,5,3,0,0.823,0.129,0.032,0.016,0.081,0.048,0.000,0.699,0.246,U,M,0,0
587725816951210171,64,30,32,16,1,15,2,0,0.469,0.500,0.250,0.016,0.234,0.031,0.000,0.223,0.738,S,L,0,0
588007004192309363,31,0,31,0,31,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587729159513440352,27,1,26,26,0,0,0,0,0.037,0.963,0.963,0.000,0.000,0.000,0.000,0.019,0.981,S,L,0,0
588017990693748928,35,4,30,4,22,4,1,0,0.114,0.857,0.114,0.629,0.114,0.029,0.000,0.049,0.922,S,L,0,0
587738948284645503,29,5,1,0,1,0,2,21,0.172,0.034,0.000,0.034,0.000,0.069,0.724,0.168,0.037,U,N,1,1
588010880382271684,71,2,68,63,1,4,0,1,0.028,0.958,0.887,0.014,0.056,0.000,0.014,0.024,0.962,S,L,0,0
587726102030319992,38,4,34,0,34,0,0,0,0.105,0.895,0.000,0.895,0.000,0.000,0.000,0.069,0.931,S,L,0,0
587729231980986447,25,0,25,0,25,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587731186203492528,22,0,22,22,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587725505556644126,46,36,9,2,0,7,1,0,0.783,0.196,0.043,0.000,0.152,0.022,0.000,0.579,0.394,U,M,0,0
588017110216605791,43,10,29,8,8,13,0,4,0.233,0.674,0.186,0.186,0.302,0.000,0.093,0.157,0.747,U,L,0,0
587725578033758419,40,36,2,0,1,1,1,1,0.900,0.050,0.000,0.025,0.025,0.025,0.025,0.792,0.146,U,M,0,0
588017720645451874,34,20,10,0,0,10,3,1,0.588,0.294,0.000,0.000,0.294,0.088,0.029,0.407,0.455,U,M,0,0
587735348552794315,35,29,6,1,0,5,0,0,0.829,0.171,0.029,0.000,0.143,0.000,0.000,0.777,0.223,U,M,0,0
587738947746594911,82,2,80,79,1,0,0,0,0.024,0.976,0.963,0.012,0.000,0.000,0.000,0.024,0.976,S,L,0,0
587733398105620663,26,13,12,0,11,1,1,0,0.500,0.462,0.000,0.423,0.038,0.038,0.000,0.500,0.462,U,L,0,0
587739405714522309,34,0,34,0,20,14,0,0,0.000,1.000,0.000,0.588,0.412,0.000,0.000,0.000,1.000,S,L,0,0
587738948283596899,21,8,11,1,4,6,2,0,0.381,0.524,0.048,0.190,0.286,0.095,0.000,0.102,0.770,U,L,0,0
588011102641782962,21,20,1,0,0,1,0,0,0.952,0.048,0.000,0.000,0.048,0.000,0.000,0.911,0.089,U,M,0,0
587732483266511232,33,31,2,1,1,0,0,0,0.939,0.061,0.030,0.030,0.000,0.000,0.000,0.909,0.091,U,M,0,0
587733410993864951,23,21,2,0,2,0,0,0,0.913,0.087,0.000,0.087,0.000,0.000,0.000,0.849,0.151,U,M,0,0
588018254295924911,62,1,61,1,59,1,0,0,0.016,0.984,0.016,0.952,0.016,0.000,0.000,0.016,0.984,S,L,0,0
587731891113754714,61,56,1,0,0,1,4,0,0.918,0.016,0.000,0.000,0.016,0.066,0.000,0.899,0.034,E,M,0,0
587725994650632560,35,3,32,29,1,2,0,0,0.086,0.914,0.829,0.029,0.057,0.000,0.000,0.033,0.967,S,L,0,0
587736919969366301,48,9,34,3,9,22,4,1,0.188,0.708,0.062,0.188,0.458,0.083,0.021,0.046,0.835,U,L,0,0
587731186196611249,30,1,29,29,0,0,0,0,0.033,0.967,0.967,0.000,0.000,0.000,0.000,0.033,0.967,S,L,0,0
588018090547937593,34,19,13,0,2,11,2,0,0.559,0.382,0.000,0.059,0.324,0.059,0.000,0.405,0.530,U,M,0,0
587735696985751675,29,28,0,0,0,0,1,0,0.966,0.000,0.000,0.000,0.000,0.034,0.000,0.966,0.000,E,M,0,0
587735666379653228,34,0,28,1,26,1,0,6,0.000,0.824,0.029,0.765,0.029,0.000,0.176,0.000,0.824,S,L,0,0
588017605238259900,17,2,15,15,0,0,0,0,0.118,0.882,0.882,0.000,0.000,0.000,0.000,0.063,0.937,S,L,0,0
587735347496550461,32,0,23,22,0,1,1,8,0.000,0.719,0.688,0.000,0.031,0.031,0.250,0.000,0.719,U,L,0,0
587735696440885366,58,28,22,0,0,22,1,7,0.483,0.379,0.000,0.000,0.379,0.017,0.121,0.483,0.379,U,M,0,0
587729407538299201,45,40,3,2,0,1,2,0,0.889,0.067,0.044,0.000,0.022,0.044,0.000,0.819,0.133,U,M,0,0
587728931870015877,51,21,29,1,24,4,1,0,0.412,0.569,0.020,0.471,0.078,0.020,0.000,0.298,0.682,U,L,0,0
587739380450263218,37,0,37,0,37,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587726016145457245,55,6,49,1,48,0,0,0,0.109,0.891,0.018,0.873,0.000,0.000,0.000,0.035,0.965,S,L,0,0
588017703478820993,58,1,56,1,55,0,0,1,0.017,0.966,0.017,0.948,0.000,0.000,0.017,0.017,0.966,S,L,0,0
587733197308821630,50,35,10,2,0,8,5,0,0.700,0.200,0.040,0.000,0.160,0.100,0.000,0.687,0.213,U,M,0,0
587727229448290392,38,27,8,0,1,7,3,0,0.711,0.211,0.000,0.026,0.184,0.079,0.000,0.628,0.290,U,L,0,0
588848900993253453,31,0,27,27,0,0,0,4,0.000,0.871,0.871,0.000,0.000,0.000,0.129,0.000,0.871,S,L,0,0
587731522276229432,32,3,29,15,1,13,0,0,0.094,0.906,0.469,0.031,0.406,0.000,0.000,0.027,0.973,S,L,0,0
587727226230931521,43,0,43,43,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587726016144474223,33,20,9,0,5,4,4,0,0.606,0.273,0.000,0.152,0.121,0.121,0.000,0.524,0.350,U,M,0,0
587735744224493809,25,4,21,0,18,3,0,0,0.160,0.840,0.000,0.720,0.120,0.000,0.000,0.039,0.961,S,L,0,0
587739407299051549,62,1,60,60,0,0,0,1,0.016,0.968,0.968,0.000,0.000,0.000,0.016,0.010,0.974,S,L,0,0
587735241711091722,23,6,1,0,0,1,1,15,0.261,0.043,0.000,0.000,0.043,0.043,0.652,0.254,0.048,U,M,1,1
587739505007263911,37,30,6,1,0,5,1,0,0.811,0.162,0.027,0.000,0.135,0.027,0.000,0.608,0.357,U,L,0,0
588295842323365999,37,35,2,1,0,1,0,0,0.946,0.054,0.027,0.000,0.027,0.000,0.000,0.930,0.070,E,M,0,0
588295840710721725,56,8,48,1,45,2,0,0,0.143,0.857,0.018,0.804,0.036,0.000,0.000,0.047,0.953,S,L,0,0
587731870170087485,55,51,2,0,0,2,2,0,0.927,0.036,0.000,0.000,0.036,0.036,0.000,0.901,0.062,E,M,0,0
587724648723120260,21,18,3,2,1,0,0,0,0.857,0.143,0.095,0.048,0.000,0.000,0.000,0.700,0.300,U,M,0,0
587727221397389906,28,19,9,3,2,4,0,0,0.679,0.321,0.107,0.071,0.143,0.000,0.000,0.408,0.592,S,M,0,0
587729652884963589,28,0,28,28,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587727179536597105,40,0,40,1,39,0,0,0,0.000,1.000,0.025,0.975,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587734892211863707,38,35,1,0,0,1,1,1,0.921,0.026,0.000,0.000,0.026,0.026,0.026,0.921,0.026,E,M,0,0
588010359076618424,23,22,1,0,1,0,0,0,0.957,0.043,0.000,0.043,0.000,0.000,0.000,0.931,0.069,U,M,0,0
587728932418486508,24,0,23,0,23,0,1,0,0.000,0.958,0.000,0.958,0.000,0.042,0.000,0.000,0.958,S,L,0,0
588017703491010795,35,1,34,22,1,11,0,0,0.029,0.971,0.629,0.029,0.314,0.000,0.000,0.021,0.979,S,L,0,0
587735343718269483,55,26,27,14,2,11,2,0,0.473,0.491,0.255,0.036,0.200,0.036,0.000,0.203,0.750,S,L,0,0
587741602565128209,25,0,23,23,0,0,0,2,0.000,0.920,0.920,0.000,0.000,0.000,0.080,0.000,0.920,S,L,0,0
588009366935830636,26,8,17,5,1,11,0,1,0.308,0.654,0.192,0.038,0.423,0.000,0.038,0.135,0.821,S,L,0,0
587735344795418897,29,24,4,0,0,4,1,0,0.828,0.138,0.000,0.000,0.138,0.034,0.000,0.828,0.138,E,M,0,0
587725552285188367,58,44,7,0,2,5,6,1,0.759,0.121,0.000,0.034,0.086,0.103,0.017,0.630,0.231,U,M,0,0
587731886268547322,56,29,22,2,3,17,3,2,0.518,0.393,0.036,0.054,0.304,0.054,0.036,0.308,0.585,U,M,0,0
587741387812831561,24,0,24,1,23,0,0,0,0.000,1.000,0.042,0.958,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587726033845682304,49,38,2,0,0,2,9,0,0.776,0.041,0.000,0.000,0.041,0.184,0.000,0.695,0.095,U,N,1,0
587739707402682371,32,0,30,24,3,3,0,2,0.000,0.938,0.750,0.094,0.094,0.000,0.062,0.000,0.938,S,L,0,0
587732053244117224,32,20,10,1,0,9,2,0,0.625,0.312,0.031,0.000,0.281,0.062,0.000,0.614,0.323,U,L,0,0
587736478132666640,26,0,26,0,26,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
588017625622773856,60,43,7,1,1,5,10,0,0.717,0.117,0.017,0.017,0.083,0.167,0.000,0.717,0.117,U,M,0,0
588017604673274045,34,31,2,0,1,1,1,0,0.912,0.059,0.000,0.029,0.029,0.029,0.000,0.861,0.108,U,M,0,0
587732053235794483,57,0,57,0,53,4,0,0,0.000,1.000,0.000,0.930,0.070,0.000,0.000,0.000,1.000,S,L,0,0
588018254297104624,24,2,21,20,0,1,1,0,0.083,0.875,0.833,0.000,0.042,0.042,0.000,0.042,0.915,S,L,0,0
587725818021806329,64,61,3,0,1,2,0,0,0.953,0.047,0.000,0.016,0.031,0.000,0.000,0.917,0.083,E,M,0,0
588007005807378781,63,0,63,0,63,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587729779053035740,29,3,26,1,24,1,0,0,0.103,0.897,0.034,0.828,0.034,0.000,0.000,0.034,0.966,S,L,0,0
587741490371625011,18,5,11,1,9,1,2,0,0.278,0.611,0.056,0.500,0.056,0.111,0.000,0.278,0.611,U,L,0,0
588848901517934883,22,5,2,0,0,2,3,12,0.227,0.091,0.000,0.000,0.091,0.136,0.545,0.189,0.108,U,N,1,1
587733441590460654,28,0,28,27,0,1,0,0,0.000,1.000,0.964,0.000,0.036,0.000,0.000,0.000,1.000,S,L,0,0
587726014553194757,28,0,27,0,27,0,0,1,0.000,0.964,0.000,0.964,0.000,0.000,0.036,0.000,0.964,S,L,0,0
587728668268691472,67,5,57,2,46,9,4,1,0.075,0.851,0.030,0.687,0.134,0.060,0.015,0.046,0.878,S,L,0,0
587731521198424424,38,32,2,0,0,2,3,1,0.842,0.053,0.000,0.000,0.053,0.079,0.026,0.780,0.107,U,M,0,0
587722983905886447,36,10,25,2,15,8,1,0,0.278,0.694,0.056,0.417,0.222,0.028,0.000,0.083,0.884,U,L,0,0
587726032242016326,25,0,24,0,24,0,0,1,0.000,0.960,0.000,0.960,0.000,0.000,0.040,0.000,0.960,S,L,0,0
587725816942428362,58,0,57,55,0,2,0,1,0.000,0.983,0.948,0.000,0.034,0.000,0.017,0.000,0.983,S,L,0,0
588017605211652189,57,18,37,2,16,19,2,0,0.316,0.649,0.035,0.281,0.333,0.035,0.000,0.072,0.883,S,L,0,0
588017625627557955,25,0,24,23,0,1,0,1,0.000,0.960,0.920,0.000,0.040,0.000,0.040,0.000,0.960,S,L,0,0
588017705087402176,24,0,24,0,24,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587739506616631490,27,0,27,0,26,1,0,0,0.000,1.000,0.000,0.963,0.037,0.000,0.000,0.000,1.000,S,L,0,0
587725980689301650,34,33,0,0,0,0,1,0,0.971,0.000,0.000,0.000,0.000,0.029,0.000,0.971,0.000,E,M,0,0
587727227305197719,31,13,0,0,0,0,0,18,0.419,0.000,0.000,0.000,0.000,0.000,0.581,0.419,0.000,U,M,1,1
587728930264711412,23,3,16,1,12,3,4,0,0.130,0.696,0.043,0.522,0.130,0.174,0.000,0.049,0.766,U,L,0,0
588017978886455415,35,7,24,3,10,11,2,2,0.200,0.686,0.086,0.286,0.314,0.057,0.057,0.075,0.799,U,L,0,0
588017705078227034,39,5,30,0,30,0,3,1,0.128,0.769,0.000,0.769,0.000,0.077,0.026,0.040,0.850,S,L,0,0
587741387810537825,33,2,31,1,28,2,0,0,0.061,0.939,0.030,0.848,0.061,0.000,0.000,0.020,0.980,S,L,0,0
587731185654825200,21,6,14,0,11,3,1,0,0.286,0.667,0.000,0.524,0.143,0.048,0.000,0.068,0.873,S,L,0,0
588007004708339836,25,9,16,0,5,11,0,0,0.360,0.640,0.000,0.200,0.440,0.000,0.000,0.085,0.915,S,L,0,0
587732135924858988,35,27,7,0,0,7,1,0,0.771,0.200,0.000,0.000,0.200,0.029,0.000,0.771,0.200,U,M,0,0
588298661972410506,35,9,0,0,0,0,1,25,0.257,0.000,0.000,0.000,0.000,0.029,0.714,0.257,0.000,U,N,1,1
588016840171716921,37,4,33,3,17,13,0,0,0.108,0.892,0.081,0.459,0.351,0.000,0.000,0.047,0.953,S,L,0,0
587739377231462496,42,0,42,42,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,S,L,0,0
587738569782329465,47,1,46,45,1,0,0,0,0.021,0.979,0.957,0.021,0.000,0.000,0.000,0.021,0.979,S,L,0,0
587732054316810400,51,47,2,0,0,2,2,0,0.922,0.039,0.000,0.000,0.039,0.039,0.000,0.849,0.106,U,M,0,0
587727944028323899,27,21,5,1,1,3,1,0,0.778,0.185,0.037,0.037,0.111,0.037,0.000,0.696,0.265,U,M,0,0
587725979618377874,65,46,19,4,2,13,0,0,0.708,0.292,0.062,0.031,0.200,0.000,0.000,0.649,0.351,U,M,0,0
588017605220761664,23,0,23,22,0,1,0,0,0.000,1.000,0.957,0.000,0.043,0.000,0.000,0.000,1.000,S,L,0,0
588009371762819128,35,1,34,0,34,0,0,0,0.029,0.971,0.000,0.971,0.000,0.000,0.000,0.029,0.971,S,L,0,0
588016839636680746,54,13,5,1,0,4,35,1,0.241,0.093,0.019,0.000,0.074,0.648,0.019,0.241,0.093,U,L,0,0
587729751674978379,38,32,5,1,0,4,1,0,0.842,0.132,0.026,0.000,0.105,0.026,0.000,0.788,0.185,E,M,0,0
587736940373409890,31,0,31,1,29,1,0,0,0.000,1.000,0.032,0.935,0.032,0.000,0.000,0.000,1.000,S,L,0,0
588015508739391576,34,29,4,0,2,2,1,0,0.853,0.118,0.000,0.059,0.059,0.029,0.000,0.853,0.118,U,M,0,0
588018057257418921,31,1,30,24,0,6,0,0,0.032,0.968,0.774,0.000,0.194,0.000,0.000,0.026,0.974,S,L,0,0
587741709941211185,33,1,7,0,0,7,1,24,0.030,0.212,0.000,0.000,0.212,0.030,0.727,0.026,0.215,U,N,1,1
587731890580815978,34,20,12,1,1,10,2,0,0.588,0.353,0.029,0.029,0.294,0.059,0.000,0.588,0.353,U,M,0,0
587736940911001701,48,11,18,12,0,6,3,16,0.229,0.375,0.250,0.000,0.125,0.062,0.333,0.136,0.440,U,L,0,0
587738948288839763,31,11,20,15,1,4,0,0,0.355,0.645,0.484,0.032,0.129,0.000,0.000,0.140,0.860,S,L,0,0
587738574605648107,30,0,30,1,12,17,0,0,0.000,1.000,0.033,0.400,0.567,0.000,0.000,0.000,1.000,S,L,0,0
587728679542325286,42,36,2,1,0,1,3,1,0.857,0.048,0.024,0.000,0.024,0.071,0.024,0.839,0.065,E,M,0,0
587739156581384364,27,15,12,0,6,6,0,0,0.556,0.444,0.000,0.222,0.222,0.000,0.000,0.199,0.801,S,L,0,0
587732471457186108,25,1,19,12,0,7,0,5,0.040,0.760,0.480,0.000,0.280,0.000,0.200,0.022,0.776,U,L,0,0
587732484362666118,34,1,30,29,1,0,0,3,0.029,0.882,0.853,0.029,0.000,0.000,0.088,0.029,0.882,S,L,0,0
587729160055226675,26,15,6,1,1,4,1,4,0.577,0.231,0.038,0.038,0.154,0.038,0.154,0.477,0.318,U,M,0,0
587730848501399841,36,0,30,0,25,5,1,5,0.000,0.833,0.000,0.694,0.139,0.028,0.139,0.000,0.833,S,L,0,0
587725775604547973,36,19,15,0,0,15,2,0,0.528,0.417,0.000,0.000,0.417,0.056,0.000,0.367,0.571,U,M,0,0
587731499189862550,27,0,27,23,2,2,0,0,0.000,1.000,0.852,0.074,0.074,0.000,0.000,0.000,1.000,S,L,0,0
587728880331653428,52,40,11,0,2,9,1,0,0.769,0.212,0.000,0.038,0.173,0.019,0.000,0.769,0.212,U,M,0,0
587732483289841737,28,11,0,0,0,0,1,16,0.393,0.000,0.000,0.000,0.000,0.036,0.571,0.393,0.000,U,N,1,1
588011123044188290,27,4,23,0,6,17,0,0,0.148,0.852,0.000,0.222,0.630,0.000,0.000,0.026,0.974,S,L,0,0
588007004715483311,27,20,3,0,0,3,3,1,0.741,0.111,0.000,0.000,0.111,0.111,0.037,0.569,0.242,U,M,0,0
587731889503076531,29,9,4,0,1,3,3,13,0.310,0.138,0.000,0.034,0.103,0.103,0.448,0.284,0.158,U,M,1,0
587732771052453988,29,29,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,E,M,0,0
588011123581124752,26,24,2,0,0,2,0,0,0.923,0.077,0.000,0.000,0.077,0.000,0.000,0.749,0.251,U,M,0,0
